"Frame number","Original","Translation","Count","Part of","File count","Files"
"27","Ability|Score","","9","","6","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"", ""Wild Shape"""
"28","Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down)","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"29","XP","","8","","5","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"""
"30","Player","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"31","Campaign","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"37","pp","","6","","5","""Character Info - Simple"", ""Character Info - simple"", ""Inventory without"", ""Inventory"", ""Party Funds"""
"40","gp","","6","","5","""Character Info - Simple"", ""Character Info - simple"", ""Inventory without"", ""Inventory"", ""Party Funds"""
"43","sp","","6","","5","""Character Info - Simple"", ""Character Info - simple"", ""Inventory without"", ""Inventory"", ""Party Funds"""
"45","cp","","6","","5","""Character Info - Simple"", ""Character Info - simple"", ""Inventory without"", ""Inventory"", ""Party Funds"""
"46","SKILLS","","8","","5","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"""
"47","CHARACTER","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"48","LANGUAGES","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"49","MONEY","","5","","4","""Character Info - Simple"", ""Character Info - simple"", ""Inventory without"", ""Inventory"""
"50","MALE","","8","","5","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"""
"51","FEMALE","","8","","5","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"""
"52","Size|Modifier","","17","","9","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Character Info - simple"", ""Combat - simple"", ""Wild Shape"""
"53","Size","","9","","6","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"", ""Wild Shape"""
"54","Race","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"55","Name","","8","","5","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"", ""Paladin"""
"56","SURVIVAL","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"57","Class Skills","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"58","Trained","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"59","Track","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"76","Knowledge:","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"77","Use Rope","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"79","Use Magic Device","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"81","Tumble","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"84","Swim","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"88","Survival","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"90","Spot","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"93","Spellcraft","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"95","Sleight of Hand","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"98","Sense Motive","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"100","Search","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"102","Ride","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"104","Open Lock","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"106","Move Silently","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"109","Listen","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"111","Jump","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"114","Intimidate","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"115","- Size|  mod x4","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"116","- 1 per 5lb| carried","","4","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"117","+ Size|  diff x4","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"119","Hide","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"122","Heal","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"124","Handle Animal","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"126","Gather Information","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"128","Forgery","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"130","Escape Artist","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"133","Disguise","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"135","Disable Device","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"137","Diplomacy","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"139","Decipher Script","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"141","Concentration","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"143","Climb","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"146","Bluff","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"148","Balance","","6","","4","""Character Info - Simple"", ""Character Info"", ""Animal Companion"", ""Character Info - simple"""
"151","Appraise","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"152","= ECL + 3","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"153","Untrained","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"155","Hit Die","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"156","Level|Adjustment","","8","","5","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"""
"157","Skill Ranks","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"158","Favoured|Enemy|Bonus","","4","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"159","Armour|Check|Penalty","","5","","3","""Character Info - Simple"", ""Character Info"", ""Character Info - simple"""
"160","Misc","","40","","14","""Character Info - Simple"", ""Character Info"", ""Monk"", ""Paladin"", ""Ranger"", ""Wild Shape"", ""Blank Character Info"", ""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Bard"", ""Character Info - simple"", ""Cleric"", ""Combat - simple"""
"161","Skill|Bonus","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"162","Racial,|Feats,|Synergy","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"163","Ranks","","9","","5","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"""
"164","Knowledge - INT|Profession - WIS","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"165","Other skills:|Craft - INT|Perform - CHA","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"166","Level","","10","","7","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"", ""Spell Book (Dense)"", ""Spell Book (Large)"", ""Spell Book"""
"167","CLASSES","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"168","Effective|Character|Level","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"169","Max|Ranks","","7","","4","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Character Info - simple"""
"170","EVIL","","13","","8","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"", ""Cleric"", ""Druid"", ""Paladin"""
"171","GOOD","","13","","8","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"", ""Cleric"", ""Druid"", ""Paladin"""
"172","CHAOTIC","","13","","8","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"", ""Cleric"", ""Druid"", ""Paladin"""
"173","LAWFUL","","13","","8","""Character Info - Simple"", ""Character Info"", ""Blank Character Info"", ""Animal Companion"", ""Character Info - simple"", ""Cleric"", ""Druid"", ""Paladin"""
"174","Max Load","","3","","3","""Character Info - Simple"", ""Character Info - simple"", ""Inventory"""
"175","Heavy Load","","5","","4","""Character Info - Simple"", ""Character Info - simple"", ""Inventory without"", ""Inventory"""
"176","Medium Load","","5","","4","""Character Info - Simple"", ""Character Info - simple"", ""Inventory without"", ""Inventory"""
"177","lb","","62","","8","""Character Info - Simple"", ""Combat - Simple"", ""Animal Companion"", ""Character Info - simple"", ""Combat - simple"", ""Inventory without"", ""Inventory"", ""Party Funds"""
"178","Total Weight","","8","","5","""Character Info - Simple"", ""Character Info - simple"", ""Inventory without"", ""Inventory"", ""Party Funds"""
"179","Light Load","","5","","4","""Character Info - Simple"", ""Character Info - simple"", ""Inventory without"", ""Inventory"""
"180","Armour, Shield, Protective Items","","2","","2","""Character Info - Simple"", ""Character Info - simple"""
"181","Weapons, Ammo, Scrolls, Potions","","2","","2","""Character Info - Simple"", ""Character Info - simple"""
"182","Carried Items","","5","","4","""Character Info - Simple"", ""Character Info - simple"", ""Inventory without"", ""Inventory"""
"191","FEATS & SPECIAL ABILITIES","","3","","1","""Character Info"""
"349","SPECIAL ABILITIES","","7","","6","""Blank Character Info"", ""Combat - Simple"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"", ""Combat"""
"350","FEATS","","6","","5","""Blank Character Info"", ""Combat - Simple"", ""Animal Companion"", ""Combat - simple"", ""Combat"""
"422","AC","","34","","7","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Inventory without"", ""Inventory"", ""Wild Shape"""
"423","Temp AC","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"424","Conditional Modifiers","","5","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"425","Damage Reduction","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"426","Spell Resistance","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"456","Damage","","31","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"457","Critical","","31","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"458","Attack Bonus","","31","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"470","sq","","64","","7","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Inventory without"", ""Inventory"", ""Wild Shape"""
"471","ft","","64","","7","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Inventory without"", ""Inventory"", ""Wild Shape"""
"472","Type","","28","","5","""Combat - Simple"", ""Combat"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"473","Range","","31","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"486","Ammo","","11","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"487","Special Ammo","","11","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"488","ARMOUR CLASS","","14","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"489","FLAT-FOOTED","","7","FLAT-FOOTED ARMOUR CLASS","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"489","ARMOUR CLASS","","7","FLAT-FOOTED ARMOUR CLASS","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"490","TOUCH","","7","TOUCH ARMOUR CLASS","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"490","ARMOUR CLASS","","7","TOUCH ARMOUR CLASS","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"491","hp","","23","","6","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Monk"", ""Paladin"""
"494","Non-lethal","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"495","Wounds","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"496","Dying","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"497","Unconscious","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"498","Stable","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"499","HIT POINTS","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"505","Deflection|Modifier","","5","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"506","Natural|Armour","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"510","Shield AC","","10","","5","""Combat - Simple"", ""Combat"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"511","Armour AC","","10","","5","""Combat - Simple"", ""Combat"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"516","HEALTH","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"517","ATTACKS","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"520","COMBAT ABILITIES","","4","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"521","EFFECTS","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"522","EQUIPMENT","","6","","5","""Combat - Simple"", ""Animal Companion"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"523","SHIELD","","5","","4","""Combat - Simple"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"524","ARMOUR","","5","","4","""Combat - Simple"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"525","SAVES","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"526","GRAPPLE","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"527","BASE ATTACK","","7","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"528","SPEED","","12","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"529","INITIATIVE","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"536","Spell Failure","","10","","4","""Combat - Simple"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"538","Head","","3","","3","""Combat - Simple"", ""Combat - simple"", ""Inventory"""
"539","Properties","","24","","4","""Combat - Simple"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"540","Throat","","2","","2","""Combat - Simple"", ""Combat - simple"""
"542","Body","","3","","3","""Combat - Simple"", ""Combat - simple"", ""Inventory"""
"544","Arms","","2","","2","""Combat - Simple"", ""Combat - simple"""
"546","Hands","","5","","4","""Combat - Simple"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"548","Ring","","8","","4","""Combat - Simple"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"553","Check Penalty","","10","","4","""Combat - Simple"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"558","Max Speed","","5","","4","""Combat - Simple"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"561","Max AC DEX","","5","","4","""Combat - Simple"", ""Combat - simple"", ""Inventory without"", ""Inventory"""
"563","WILL","","6","","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"564","REF","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"566","FORT","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"568","WILL","","6","WILL SAVE","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"568","SAVE","","6","WILL SAVE","4","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"""
"569","REFLEX","","7","REFLEX SAVE","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"569","SAVE","","7","REFLEX SAVE","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"582","Improved|Evasion","","4","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"583","Trap|Sense","","5","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"584","Endurance","","5","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"585","Evasion","","6","","4","""Combat - Simple"", ""Combat"", ""Combat - simple"", ""Monk"""
"586","Base","","6","","4","""Combat - Simple"", ""Combat"", ""Combat - simple"", ""Wild Shape"""
"588","Racial","","4","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"590","Temp","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"593","FORTITUDE","","7","FORTITUDE SAVE","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"593","SAVE","","7","FORTITUDE SAVE","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"596","Base|Attack","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"598","Size Modifier|× 4","","4","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"605","Temp Damage|Bonus","","5","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"607","Temp Attack|Bonus","","5","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"608","GRAPPLE","","7","GRAPPLE BONUS","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"608","BONUS","","7","GRAPPLE BONUS","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"609","BASE ATTACK","","2","BASE ATTACK BONUS","2","""Combat - Simple"", ""Combat - simple"""
"609","BONUS","","2","BASE ATTACK BONUS","2","""Combat - Simple"", ""Combat - simple"""
"617","Temp Speed","","6","","4","""Combat - Simple"", ""Combat"", ""Combat - simple"", ""Wild Shape"""
"618","Speed with Armour","","5","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"619","INIT","","7","","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"625","Feats","","5","","3","""Combat - Simple"", ""Combat"", ""Combat - simple"""
"626","INITIATIVE","","7","INITIATIVE BONUS","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"626","BONUS","","7","INITIATIVE BONUS","5","""Combat - Simple"", ""Combat"", ""Animal Companion"", ""Combat - simple"", ""Wild Shape"""
"634","Power|Attack","","4","","1","""Combat"""
"637","Nerfs","","6","","1","""Combat"""
"638","Morale|Bonus","","4","","1","""Combat"""
"639","Buffs","","6","","1","""Combat"""
"652","METAMAGIC","","2","","1","""Combat"""
"700","RANGED|ATTACK","","3","","1","""Combat"""
"701","MELEE|ATTACK","","3","","1","""Combat"""
"702","BASE|ATTACK","","3","BASE|ATTACK BONUS","1","""Combat"""
"702","BONUS","","3","BASE|ATTACK BONUS","1","""Combat"""
"709","Climb Speed","","2","","1","""Combat"""
"712","Fly Speed","","4","","2","""Combat"", ""Animal Companion"""
"715","Swim Speed","","4","","2","""Combat"", ""Animal Companion"""
"840","PORTRAIT","","2","","2","""Animal Companion"", ""Wild Shape"""
"900","Temp Damage","","1","","1","""Animal Companion"""
"902","Temp Attack","","1","","1","""Animal Companion"""
"905","BASIC SPEED","","1","","1","""Animal Companion"""
"916","x 4","","3","","3","""Animal Companion"", ""Wild Shape"", ""Combat"""
"954","Misc|Modifier","","2","","2","""Animal Companion"", ""Wild Shape"""
"960","Ability Modifier = (Total Ability Score - 10) ÷ 2","","2","","2","""Animal Companion"", ""Wild Shape"""
"961","Racial, Feats","","1","","1","""Animal Companion"""
"988","Hit die","","1","","1","""Animal Companion"""
"990","Age","","1","","1","""Animal Companion"""
"991","Height","","1","","1","""Animal Companion"""
"993","Subtype","","1","","1","""Animal Companion"""
"995","Creature Type","","2","","2","""Animal Companion"", ""Wild Shape"""
"997","Creature Name","","1","","1","""Animal Companion"""
"998","SUMMONED CREATURE","","1","","1","""Animal Companion"""
"999","ANIMAL COMPANION","","1","","1","""Animal Companion"""
"1000","FAMILIAR","","1","","1","""Animal Companion"""
"1015","Base Save","","1","","1","""Animal Companion"""
"1034","Effective|Level","","1","","1","""Animal Companion"""
"1037","Creature|Level","","1","","1","""Animal Companion"""
"1042","CHARGES","","7","","7","""Bard"", ""Druid"", ""Inventory"", ""Paladin"", ""Ranger"", ""Sorcerer"", ""Wizard"""
"1044","WANDS","","7","","7","""Bard"", ""Druid"", ""Inventory"", ""Paladin"", ""Ranger"", ""Sorcerer"", ""Wizard"""
"1045","Level|Bonus","","5","","5","""Bard"", ""Druid"", ""Ranger"", ""Sorcerer"", ""Wizard"""
"1048","Bards can wear light armour without risking|spell failure.","","1","","1","""Bard"""
"1049","POTIONS","","8","","8","""Bard"", ""Cleric"", ""Druid"", ""Inventory"", ""Paladin"", ""Ranger"", ""Sorcerer"", ""Wizard"""
"1050","SCROLLS","","8","","8","""Bard"", ""Cleric"", ""Druid"", ""Inventory"", ""Paladin"", ""Ranger"", ""Sorcerer"", ""Wizard"""
"1051","BARD","","2","","1","""Bard"""
"1052","FASCINATE","","1","","1","""Bard"""
"1053","BARDIC KNOWLEDGE","","1","","1","""Bard"""
"1054","SPELLS","","7","","7","""Bard"", ""Cleric"", ""Druid"", ""Paladin"", ""Ranger"", ""Sorcerer"", ""Wizard"""
"1055","KNOWN SPELLS","","2","","2","""Bard"", ""Sorcerer"""
"1063","Bonus Spells","","4","","4","""Bard"", ""Cleric"", ""Druid"", ""Sorcerer"""
"1064","CHA - 12","","2","","2","""Bard"", ""Sorcerer"""
"1065","CHA - 8","","2","","2","""Bard"", ""Sorcerer"""
"1066","CHA - 4","","2","","2","""Bard"", ""Sorcerer"""
"1070","Base|Spells","","7","","7","""Bard"", ""Cleric"", ""Druid"", ""Paladin"", ""Ranger"", ""Sorcerer"", ""Wizard"""
"1071","Spells|per day","","7","","7","""Bard"", ""Cleric"", ""Druid"", ""Paladin"", ""Ranger"", ""Sorcerer"", ""Wizard"""
"1072","Spell|Save DC","","7","","7","""Bard"", ""Cleric"", ""Druid"", ""Paladin"", ""Ranger"", ""Sorcerer"", ""Wizard"""
"1073","Spells|Known","","2","","2","""Bard"", ""Sorcerer"""
"1074","Spell Save DC = 10 + CHA + Spell Level","","2","","2","""Bard"", ""Sorcerer"""
"1075","Number of|Affected Allies","","2","","1","""Bard"""
"1077","Inspire Heroics","","1","","1","""Bard"""
"1080","Courage Bonus","","1","","1","""Bard"""
"1083","Bard|Level","","4","","1","""Bard"""
"1084","AUDIENCE","","1","AUDIENCE|MAX FASCINATED","1","""Bard"""
"1084","MAX FASCINATED","","1","AUDIENCE|MAX FASCINATED","1","""Bard"""
"1090","Perform|Ranks","","1","","1","""Bard"""
"1092","Inspire Greatness","","1","","1","""Bard"""
"1095","Song of Freedom","","1","","1","""Bard"""
"1098","Mass Suggestion","","1","","1","""Bard"""
"1101","Suggestion","","1","","1","""Bard"""
"1104","Inspire Competence","","1","","1","""Bard"""
"1109","Fascinate","","1","","1","""Bard"""
"1110","Countersong","","1","","1","""Bard"""
"1111","Inspire Courage","","1","","1","""Bard"""
"1113","BARDIC KNOWLEDGE","","1","BARDIC KNOWLEDGE |BONUS","1","""Bard"""
"1113","BONUS","","1","BARDIC KNOWLEDGE |BONUS","1","""Bard"""
