"Frame number","Original","Translation","Count","Part of","Files","File count"
"89","pts","","1","","""Artificer""","1"
"90","Weapon Augmentation, Lesser","","1","","""Artificer""","1"
"91","Repair Moderate Damage","","1","","""Artificer""","1"
"92","Owl’s Widsom","","1","","""Artificer""","1"
"93","Fox’s Cunning","","1","","""Artificer""","1"
"94","Cat’s Grace","","1","","""Artificer""","1"
"95","Armour Enhancement","","1","","""Artificer""","1"
"96","Inflict Moderate Damage","","1","","""Artificer""","1"
"97","Toughen Construct","","1","","""Artificer""","1"
"98","Eagle’s Splendour","","1","","""Artificer""","1"
"99","Bull’s Strength","","1","","""Artificer""","1"
"100","Align Weapon","","1","","""Artificer""","1"
"101","Heat Metal","","1","","""Artificer""","1"
"102","Chill Metal","","1","","""Artificer""","1"
"103","Bear’s Endurance","","1","","""Artificer""","1"
"104","Weapon Augmentation, Greater","","1","","""Artificer""","1"
"105","Move Earth","","1","","""Artificer""","1"
"106","Disable Construct","","1","","""Artificer""","1"
"107","Wall of Iron","","1","","""Artificer""","1"
"108","Hardening","","1","","""Artificer""","1"
"109","Blade Barrier","","1","","""Artificer""","1"
"110","Total Repair","","1","","""Artificer""","1"
"111","Globe of Invulnerability","","1","","""Artificer""","1"
"112","Stone Construct","","1","","""Artificer""","1"
"113","Metamagic Item","","1","","""Artificer""","1"
"114","Construct Energy Ward","","1","","""Artificer""","1"
"115","Repair Serious Damage","","1","","""Artificer""","1"
"116","Magic Weapon, Greater","","1","","""Artificer""","1"
"117","Armour Enhancement, Greater","","1","","""Artificer""","1"
"118","Suppress Requirement","","1","","""Artificer""","1"
"119","Power Surge","","1","","""Artificer""","1"
"120","Inflict Serious Damage","","1","","""Artificer""","1"
"121","Rusting Grasp","","1","","""Artificer""","1"
"122","Iron Construct","","1","","""Artificer""","1"
"123","Globe of Invulnerability, Lesser","","1","","""Artificer""","1"
"124","Weapon Augmentation","","1","","""Artificer""","1"
"125","Repair Critical Damage","","1","","""Artificer""","1"
"126","Item Alteration","","1","","""Artificer""","1"
"127","Construct Energy Ward, Greater","","1","","""Artificer""","1"
"128","Shield of Faith, Legion’s","","1","","""Artificer""","1"
"129","Minor Creation","","1","","""Artificer""","1"
"130","Inflict Critical Damage","","1","","""Artificer""","1"
"131","Wall of Stone","","1","","""Artificer""","1"
"132","Fabricate","","1","","""Artificer""","1"
"133","Wall of Force","","1","","""Artificer""","1"
"134","Disrupting Weapon","","1","","""Artificer""","1"
"135","Major Creation","","1","","""Artificer""","1"
"136","Spell Storing Item","","1","","""Artificer""","1"
"137","Weapon Augmentation, Personal","","1","","""Artificer""","1"
"138","Shield of Faith","","1","","""Artificer""","1"
"139","Resistance Item","","1","","""Artificer""","1"
"140","Magic Vestment","","1","","""Artificer""","1"
"141","Inflict Light Damage","","1","","""Artificer""","1"
"142","Energy Alteration","","1","","""Artificer""","1"
"143","Repair Light Damage","","1","","""Artificer""","1"
"144","Skill Enhancement","","1","","""Artificer""","1"
"145","Magic Stone","","1","","""Artificer""","1"
"146","Identify","","1","","""Artificer""","1"
"147","Armour Enhancement, Lesser","","1","","""Artificer""","1"
"148","Magic Weapon","","1","","""Artificer""","1"
"149","Light","","1","","""Artificer""","1"
"150","Enhancement Alteration","","1","","""Artificer""","1"
"151","PREPARED SPELLS","","3","","""Artificer"", ""Priest""","2"
"152","Caster|Level","","3","","""Artificer"", ""Priest""","2"
"153","OF","","1","","""Priest""","1"
"154","EVIL","","1","","""Priest""","1"
"155","GOOD","","1","","""Priest""","1"
"156","CHAOTIC","","1","","""Priest""","1"
"157","LAWFUL","","1","","""Priest""","1"
"158","Bonus Spells","","1","","""Priest""","1"
"159","WIS - 12","","1","","""Priest""","1"
"160","WIS - 8","","1","","""Priest""","1"
"161","WIS - 4","","1","","""Priest""","1"
"162","Base|Spells","","1","","""Priest""","1"
"163","Spells|per day","","1","","""Priest""","1"
"164","Spell|Save DC","","1","","""Priest""","1"
"165","Granted Powers","","4","","""Priest""","1"
"166","Domain","","3","","""Priest""","1"
"167","Additional Domain","","1","","""Priest""","1"
"168","Domain Spell","","18","","""Priest""","1"
"169","Concentration","","1","","""Priest""","1"
"170","Priest|Level","","3","","""Priest""","1"
"171","CHA","","6","","""Priest"", ""Shaman"", ""Witch Hunter""","3"
"172","WILL","","1","WILL SAVE DC","""Priest""","1"
"172","SAVE DC","","1","WILL SAVE DC","""Priest""","1"
"173","d8","","1","","""Priest""","1"
"174","CHANNEL ENERGY","","1","","""Priest""","1"
"175","SPELLS","","1","","""Priest""","1"
"176","DOMAINS","","1","","""Priest""","1"
"177","Misc","","3","","""Priest"", ""Witch Hunter""","2"
"178","Channel Negative Energy","","1","","""Priest""","1"
"179","Channel Positive Energy","","1","","""Priest""","1"
"180","PRIEST","","1","","""Priest""","1"
"181","Spell Save DC = 10 + WIS + Spell Level","","1","","""Priest""","1"
"182","Today","","1","","""Priest""","1"
"183","(Round down)","","2","","""Priest"", ""Witch Hunter""","2"
"184","ENERGY","","1","ENERGY ROLL","""Priest""","1"
"184","ROLL","","1","ENERGY ROLL","""Priest""","1"
"185","CHANNEL ENERGY","","1","CHANNEL ENERGY PER DAY","""Priest""","1"
"185","PER DAY","","1","CHANNEL ENERGY PER DAY","""Priest""","1"
"186","Healing|Today","","2","","""Shaman"", ""Witch Hunter""","2"
"187","Bouncing Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Dazing Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Disruptive Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Ectoplasmic Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Elemental Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Empower Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Enlarge Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Extend Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Focused Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Heighten Spell|Intensified Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Lingering Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Maximize Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Merciful Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Persistent Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Quicken Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Reach Spell|Selective Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Sickening Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Silent Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Still Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Thanatopic Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Threatening Illusion","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Threnodic Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Thundering Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"187","Widen Spell","","2","Bouncing Spell	+1|Dazing Spell	+3|Disruptive Spell	+1|Ectoplasmic Spell	+1|Elemental Spell	+1|Empower Spell	+2|Enlarge Spell	+1|Extend Spell	+1|Focused Spell	+1|Heighten Spell|Intensified Spell	+1|Lingering Spell	+1|Maximize Spell| 	+3|Merciful Spell| 	+0|Persistent Spell| 	+2|Quicken Spell| 	+4|Reach Spell|Selective Spell| 	+1|Sickening Spell| 	+2|Silent Spell| 	+1|Still Spell| 	+1|Thanatopic Spell| 	+2|Threatening Illusion	+1|Threnodic Spell	+1|Thundering Spell	+2|Widen Spell	+3","""Shaman"", ""Witch Hunter""","2"
"188","Awakened Arcane Bond|Brew Fleshcrafting Poison|Brew Potion|Craft Construct|Craft Magic Arms and Armor|Craft Rod|Craft Staff|Craft Wand|Craft Wondrous Item|Forge Ring|Improved Arcane Bond|Scribe Scroll","","2","","""Shaman"", ""Witch Hunter""","2"
"189","Alertness|Animal Affinity|Deceitful|Endurance|Diehard|Fleet|Great Fortitude|Improved Great Fortitude|Intimidating Prowess|Iron Will|Improved Iron Will|Leadership|Lightning Reflexes|Improved Lightning Reflexes|Persuasive|Self-Sufficient|Spell Penetration|Greater Spell Penetration","","2","","""Shaman"", ""Witch Hunter""","2"
"190","OTHER FEATS","","2","","""Shaman"", ""Witch Hunter""","2"
"191","ITEM CREATION FEATS","","2","","""Shaman"", ""Witch Hunter""","2"
