"Frame number","Original","Translation","Count","Part of","Files","File count"
"34","Eyes","","2","","""Character Background - Extra"", ""Character Background""","2"
"35","Quirks","","2","","""Character Background - Extra"", ""Character Background""","2"
"36","Dislikes","","2","","""Character Background - Extra"", ""Character Background""","2"
"37","Likes","","2","","""Character Background - Extra"", ""Character Background""","2"
"38","Fears","","2","","""Character Background - Extra"", ""Character Background""","2"
"39","Motivations","","2","","""Character Background - Extra"", ""Character Background""","2"
"40","Preferred Clothing","","2","","""Character Background - Extra"", ""Character Background""","2"
"41","Defining Features","","2","","""Character Background - Extra"", ""Character Background""","2"
"42","Weight","","2","","""Character Background - Extra"", ""Character Background""","2"
"43","Height","","2","","""Character Background - Extra"", ""Character Background""","2"
"44","Age","","2","","""Character Background - Extra"", ""Character Background""","2"
"45","Origin","","2","","""Character Background - Extra"", ""Character Background""","2"
"46","Name","","2","","""Character Background - Extra"", ""Character Background""","2"
"47","ALCHEMIST’S EXTRACT FORMULAE","","1","","""Extract Formulae""","1"
"48","Level","","6","","""Extract Formulae"", ""Feats"", ""Spell Book (Dense)"", ""Spell Book (Large)"", ""Spell Book - Extra"", ""Spell Book""","6"
"49","Cost","","2","","""Extract Formulae"", ""Spell Book - Extra""","2"
"50","School","","5","","""Extract Formulae"", ""Spell Book (Dense)"", ""Spell Book (Large)"", ""Spell Book - Extra"", ""Spell Book""","5"
"51","Level|Penalty","","1","","""Feats""","1"
"52","Level|Adjustment","","1","","""Feats""","1"
"53","FEATS, TRAITS AND|SPECIAL ABILITIES","","1","","""Feats""","1"
"54","LEVELS","","1","","""Feats""","1"
"55","Nerf","","1","","""Feats""","1"
"56","Buff","","1","","""Feats""","1"
"57","Vaue","","1","","""Feats""","1"
"58","Value","","1","","""Feats""","1"
"59","Stat","","2","","""Feats""","1"
"60","Basic Value","","1","","""Feats""","1"
"61","COMBAT|MANEUVRE","","1","COMBAT|MANEUVRE|DEFENCE","""Feats""","1"
"61","DEFENCE","","1","COMBAT|MANEUVRE|DEFENCE","""Feats""","1"
"62","CMD","","2","","""Feats"", ""Lycanthrope""","2"
"63","BAB","","2","","""Feats"", ""Lycanthrope""","2"
"64","BASE|ATTACK","","1","BASE|ATTACK|BONUS","""Feats""","1"
"64","BONUS","","1","BASE|ATTACK|BONUS","""Feats""","1"
"65","CMB","","2","","""Feats"", ""Lycanthrope""","2"
"66","COMBAT|MANEUVRE","","1","COMBAT|MANEUVRE|BONUS","""Feats""","1"
"66","BONUS","","1","COMBAT|MANEUVRE|BONUS","""Feats""","1"
"67","WIS","","8","","""Feats"", ""Lycanthrope"", ""Spell Book (Large)""","3"
"68","INT","","7","","""Feats"", ""Lycanthrope"", ""Spell Book (Large)""","3"
"69","DEX","","9","","""Feats"", ""Lycanthrope""","2"
"70","CON","","7","","""Feats"", ""Lycanthrope""","2"
"71","STR","","8","","""Feats"", ""Lycanthrope""","2"
"72","Temp|Modifier","","1","","""Feats""","1"
"73","Ability|Modifier","","1","","""Feats""","1"
"74","Item|Bonus","","1","","""Feats""","1"
"75","Level|Bonus","","1","","""Feats""","1"
"76","EFFECTIVE|CHARACTER LEVEL","","1","","""Feats""","1"
"77","CLASSES","","1","","""Feats""","1"
"78","Caster|Level","","3","","""Feats"", ""Spell Book (Large)"", ""Spell Book - Extra""","3"
"79","STATS","","1","","""Feats""","1"
"80","ATTRIBUTES","","1","","""Feats""","1"
"81","FEATS","","1","","""Feats""","1"
"82","to Humanoid form:","","1","","""Lycanthrope""","1"
"83","DC 20","","1","","""Lycanthrope""","1"
"84","DC 15","","2","","""Lycanthrope""","1"
"85","DC 25","","1","","""Lycanthrope""","1"
"86","Full|Moon","","1","","""Lycanthrope""","1"
"87","to Hybrid or Animal form:","","1","","""Lycanthrope""","1"
"88","DC 10","","1","","""Lycanthrope""","1"
"89","NATURAL LYCANTHROPE","","1","","""Lycanthrope""","1"
"90","AFFLICTED LYCANTHROPE","","1","","""Lycanthrope""","1"
"91","Can communicate with related animals.","","1","","""Lycanthrope""","1"
"92","A dose of wolfsbane grants another fortitude save.","","1","","""Lycanthrope""","1"
"93","A natural lycanthrope’s bite afflicts the victim with|afflicted lycanthropy.","","1","","""Lycanthrope""","1"
"94","Equipment does not meld between Humanoid and|Hubrid forms, but does with Animal form.","","1","","""Lycanthrope""","1"
"95","to Diplomacy to alter an animal’s attitude","","1","","""Lycanthrope""","1"
"96","to negate","","1","","""Lycanthrope""","1"
"97","silver","","3","","""Lycanthrope""","1"
"98","Damage Reduction:","","2","","""Lycanthrope""","1"
"99","Revert to base form at dawn or after 8 hrs rest.","","1","","""Lycanthrope""","1"
"100","Change shape as a full-round action,|given a fortitude save:","","1","","""Lycanthrope""","1"
"101","+2 WIS","","1","+2 WIS and -2 CHA in all three forms.","""Lycanthrope""","1"
"101","and","","1","+2 WIS and -2 CHA in all three forms.","""Lycanthrope""","1"
"101","-2 CHA","","1","+2 WIS and -2 CHA in all three forms.","""Lycanthrope""","1"
"101","in all three forms.","","1","+2 WIS and -2 CHA in all three forms.","""Lycanthrope""","1"
"102","Change shape as a move action.","","1","","""Lycanthrope""","1"
"103","LYCANTHROPIC EMPATHY","","1","","""Lycanthrope""","1"
"104","CURSE OF LYCANTHROPY","","1","","""Lycanthrope""","1"
"105","CHANGE SHAPE","","1","","""Lycanthrope""","1"
"106","ANIMAL FORM","","1","","""Lycanthrope""","1"
"107","HYBRID FORM","","1","","""Lycanthrope""","1"
"108","Creature Type","","1","","""Lycanthrope""","1"
"109","LYCANTHROPE","","2","","""Lycanthrope""","1"
"110","WILL","","1","","""Lycanthrope""","1"
"111","WILL","","1","WILL SAVE","""Lycanthrope""","1"
"111","SAVE","","1","WILL SAVE","""Lycanthrope""","1"
"112","FORT","","1","","""Lycanthrope""","1"
"113","FORTITUDE","","1","FORTITUDE SAVE","""Lycanthrope""","1"
"113","SAVE","","1","FORTITUDE SAVE","""Lycanthrope""","1"
"114","SAVES","","1","","""Lycanthrope""","1"
"115","Misc","","3","","""Lycanthrope""","1"
"116","Base","","2","","""Lycanthrope""","1"
"117","Temp","","2","","""Lycanthrope""","1"
"118","Size|Modifier","","4","","""Lycanthrope""","1"
"119","Dodge|Modifier","","1","","""Lycanthrope""","1"
"120","Base|Attack Bonus","","1","","""Lycanthrope""","1"
"121","Deflection|Modifier","","1","","""Lycanthrope""","1"
"122","Morale|Bonus","","1","","""Lycanthrope""","1"
"123","COMBAT MANOEUVRE","","1","COMBAT MANOEUVRE|DEFENCE","""Lycanthrope""","1"
"123","DEFENCE","","1","COMBAT MANOEUVRE|DEFENCE","""Lycanthrope""","1"
"124","COMBAT MANOEUVRES","","1","","""Lycanthrope""","1"
"125","Base|Attack","","1","","""Lycanthrope""","1"
"126","COMBAT MANOEUVRE","","1","COMBAT MANOEUVRE|BONUS","""Lycanthrope""","1"
"126","BONUS","","1","COMBAT MANOEUVRE|BONUS","""Lycanthrope""","1"
"127","SPECIAL ABILITIES","","1","","""Lycanthrope""","1"
"128","ARMOUR CLASS","","2","","""Lycanthrope""","1"
"129","Damage Reduction","","1","","""Lycanthrope""","1"
"130","Spell Resistance","","1","","""Lycanthrope""","1"
"131","FLAT-FOOTED","","1","FLAT-FOOTED ARMOUR CLASS","""Lycanthrope""","1"
"131","ARMOUR CLASS","","1","FLAT-FOOTED ARMOUR CLASS","""Lycanthrope""","1"
"132","TOUCH","","1","TOUCH ARMOUR CLASS","""Lycanthrope""","1"
"132","ARMOUR CLASS","","1","TOUCH ARMOUR CLASS","""Lycanthrope""","1"
"133","AC","","4","","""Lycanthrope""","1"
"134","Temp AC","","1","","""Lycanthrope""","1"
"135","Misc|Modifier","","1","","""Lycanthrope""","1"
"136","Natural|Armour","","1","","""Lycanthrope""","1"
"137","ATTACKS","","1","","""Lycanthrope""","1"
"138","Damage","","4","","""Lycanthrope""","1"
"139","Critical","","4","","""Lycanthrope""","1"
"140","sq","","13","","""Lycanthrope"", ""Spell Book (Large)"", ""Spell Book - Extra""","3"
"141","ft","","13","","""Lycanthrope"", ""Spell Book (Large)"", ""Spell Book - Extra""","3"
"142","Range","","4","","""Lycanthrope""","1"
"143","Attack Bonus","","4","","""Lycanthrope""","1"
"144","ABILITIES","","1","","""Lycanthrope""","1"
"145","Animal","","1","","""Lycanthrope""","1"
"146","Use your base or animal score, whichever is higher","","1","","""Lycanthrope""","1"
"147","Modifier","","1","","""Lycanthrope""","1"
"148","Temp Speed","","1","","""Lycanthrope""","1"
"149","SPEED","","1","","""Lycanthrope""","1"
"150","SPELL BOOK","","4","","""Spell Book (Dense)"", ""Spell Book (Large)"", ""Spell Book - Extra"", ""Spell Book""","4"
"151","Caster Levels","","1","","""Spell Book (Large)""","1"
"152","Casting|Stat","","1","","""Spell Book (Large)""","1"
"153","Concentration","","1","","""Spell Book (Large)""","1"
"154","Level","","2","400’+ 40’ × Level","""Spell Book (Large)"", ""Spell Book - Extra""","2"
"155","Level","","2","100’+ 10’ × Level","""Spell Book (Large)"", ""Spell Book - Extra""","2"
"156","Saving throw = 10 + Casting Stat + Spell Level","","1","","""Spell Book (Large)""","1"
"157","Level","","2","25’+ 5’ × (Level ÷ 2)","""Spell Book (Large)"", ""Spell Book - Extra""","2"
"158","LONG RANGE","","2","","""Spell Book (Large)"", ""Spell Book - Extra""","2"
"159","MEDIUM RANGE","","2","","""Spell Book (Large)"", ""Spell Book - Extra""","2"
"160","CLOSE RANGE","","2","","""Spell Book (Large)"", ""Spell Book - Extra""","2"
"161","SPELL|RANGE","","1","","""Spell Book (Large)""","1"
"162","SAVING|THROW","","1","","""Spell Book (Large)""","1"
"163","Long","","1","","""Spell Book (Large)""","1"
"164","Medium","","1","","""Spell Book (Large)""","1"
"165","Short","","1","","""Spell Book (Large)""","1"
"166","Range:","","1","","""Spell Book (Large)""","1"
"167","Book","","2","","""Spell Book (Large)"", ""Spell Book""","2"
"168","Page","","2","","""Spell Book (Large)"", ""Spell Book""","2"
"169","Focus","","1","","""Spell Book (Large)""","1"
"170","Components","","1","","""Spell Book (Large)""","1"
"171","Casting time","","1","","""Spell Book (Large)""","1"
"172","Saving throw","","1","","""Spell Book (Large)""","1"
"173","Spell|Resistance","","1","","""Spell Book (Large)""","1"
"174","Area / Target","","1","","""Spell Book (Large)""","1"
"175","Duration","","1","","""Spell Book (Large)""","1"
"176","SPELL RANGES","","1","","""Spell Book - Extra""","1"
"177","SAVING THROWS","","1","","""Spell Book - Extra""","1"
"178","SAVING THROW DC","","1","","""Spell Book - Extra""","1"
"179","TOUCH","","1","","""Spell Book - Extra""","1"
"180","SPELL LEVEL","","1","","""Spell Book - Extra""","1"
"181","Components / Focus","","1","","""Spell Book""","1"
"182","Location","","2","","""Hex Grid (Fine Landscape)"", ""Hex Grid (Landscape)""","2"
"183","Region","","3","","""Hex Grid (Fine Landscape)"", ""Hex Grid (Landscape)"", ""Hex Grid (Portrait)""","3"
"184","Kingdom","","3","","""Hex Grid (Fine Landscape)"", ""Hex Grid (Landscape)"", ""Hex Grid (Portrait)""","3"
"185","NOTES","","2","","""Notes"", ""NPC""","2"
"186","LANGUAGES","","2","","""NPC Group"", ""Party""","2"
"187","SKILLS","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"188","DEFENCE & SAVING THROWS","","2","","""NPC Group"", ""Party""","2"
"189","Rank / Position","","1","","""NPC Group""","1"
"190","NPC","","2","","""NPC Group"", ""NPC""","2"
"191","Use Magical Device","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"192","Swim","","4","","""NPC Group"", ""NPC"", ""Party""","3"
"193","Survival","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"194","Stealth","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"195","Spellcraft","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"196","Sleight of Hand","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"197","Sense Motive","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"198","Ride","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"199","Perception","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"200","Linguistics","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"201","Intimidate","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"202","Heal","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"203","Handle Animal","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"204","Fly","","4","","""NPC Group"", ""NPC"", ""Party""","3"
"205","Escape Artist","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"206","Disguise","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"207","Disable Device","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"208","Diplomacy","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"209","Climb","","4","","""NPC Group"", ""NPC"", ""Party""","3"
"210","Bluff","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"211","FLAT-FOOTED","","2","FLAT-FOOTED AC","""NPC Group"", ""Party""","2"
"211","AC","","2","FLAT-FOOTED AC","""NPC Group"", ""Party""","2"
"212","TOUCH","","2","TOUCH AC","""NPC Group"", ""Party""","2"
"212","AC","","2","TOUCH AC","""NPC Group"", ""Party""","2"
"213","ARMOUR","","2","ARMOUR CLASS","""NPC Group"", ""Party""","2"
"213","CLASS","","2","ARMOUR CLASS","""NPC Group"", ""Party""","2"
"214","REFLEX","","3","REFLEX SAVE","""NPC Group"", ""NPC"", ""Party""","3"
"214","SAVE","","3","REFLEX SAVE","""NPC Group"", ""NPC"", ""Party""","3"
"215","Appraise","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"216","Acrobatics","","3","","""NPC Group"", ""NPC"", ""Party""","3"
"217","NPC GROUP","","1","","""NPC Group""","1"
"218","Organisation","","1","","""NPC Group""","1"
"219","PF-RPG","","4","","""NPC Group"", ""Party"", ""Timeline (Landscape)"", ""Timeline (Portrait)""","4"
"220","Campaign","","4","","""NPC Group"", ""Party"", ""Timeline (Landscape)"", ""Timeline (Portrait)""","4"
"221","COMBAT MANEUVRE","","1","COMBAT MANEUVRE|DEFENCE","""NPC""","1"
"221","DEFENCE","","1","COMBAT MANEUVRE|DEFENCE","""NPC""","1"
"222","COMBAT MANEUVRE","","1","COMBAT MANEUVRE|BONUS","""NPC""","1"
"222","BONUS","","1","COMBAT MANEUVRE|BONUS","""NPC""","1"
"223","Ammo","","1","","""NPC""","1"
"224","COMBAT","","1","","""NPC""","1"
"225","Temp Damage","","1","","""NPC""","1"
"226","Temp Attack","","1","","""NPC""","1"
"227","with Armour","","1","","""NPC""","1"
"228","INIT","","1","","""NPC""","1"
"229","INITIATIVE","","1","INITIATIVE BONUS","""NPC""","1"
"229","BONUS","","1","INITIATIVE BONUS","""NPC""","1"
"230","BASE ATTACK","","1","","""NPC""","1"
"231","Ranks","","1","","""NPC""","1"
"232","Skill","","1","","""NPC""","1"
"233","HEALTH","","1","","""NPC""","1"
"234","hp","","3","","""NPC""","1"
"235","Non-lethal","","1","","""NPC""","1"
"236","Wounds","","1","","""NPC""","1"
"237","Dying","","1","","""NPC""","1"
"238","Unconcious","","1","","""NPC""","1"
"239","Stable","","1","","""NPC""","1"
"240","HIT POINTS","","1","","""NPC""","1"
"241","COMBAT ABILITIES","","1","","""NPC""","1"
"242","DEFENCE","","1","","""NPC""","1"
"243","Armour|& Shield","","1","","""NPC""","1"
"244","EFFECTS","","1","","""NPC""","1"
"245","Evasion","","1","","""NPC""","1"
"246","Endurance","","1","","""NPC""","1"
"247","REF","","1","","""NPC""","1"
"248","Base Save","","1","","""NPC""","1"
"249","INVENTORY","","1","","""NPC""","1"
"250","EQUIPMENT","","1","","""NPC""","1"
"251","Ability Modifier = (Total Ability Score - 10) ÷ 2","","1","","""NPC""","1"
"252","CR","","1","","""NPC""","1"
"253","Temp|Bonus","","1","","""NPC""","1"
"254","Ability|Score","","1","","""NPC""","1"
"255","Properties","","1","","""NPC""","1"
"256","Class","","1","","""NPC""","1"
"257","PARTY","","1","","""Party""","1"
"258","XP","","1","","""Party""","1"
"259","TIMELINE","","2","","""Timeline (Landscape)"", ""Timeline (Portrait)""","2"
"260","Era","","2","","""Timeline (Landscape)"", ""Timeline (Portrait)""","2"
"261","of","","2","","""Timeline (Landscape)"", ""Timeline (Portrait)""","2"
"262","OTHER EVENTS","","2","","""Timeline (Portrait - continued)"", ""Timeline (Portrait)""","2"
"263","DATE","","2","","""Timeline (Portrait - continued)"", ""Timeline (Portrait)""","2"
"264","EVENT","","2","","""Timeline (Portrait - continued)"", ""Timeline (Portrait)""","2"
"265","THREAD","","2","","""Timeline (Portrait - continued)"", ""Timeline (Portrait)""","2"
