"Frame number","Original","Translation","Count","Part of","Files","File count"
"204","XP","","16","","Character Info, Animal Companion, Blank Character Info, Extended Character Info, Party, Psionic Character Info","6"
"205","3.5e","","20","","Character Info, Blank Character Info, Extended Character Info, NPC Group, Party, Timeline (Landscape), Timeline (Portrait), Psionic Character Info","8"
"206","Player","","12","","Character Info, Blank Character Info, Extended Character Info, Psionic Character Info","4"
"207","Campaign","","20","","Character Info, Blank Character Info, Extended Character Info, NPC Group, Party, Timeline (Landscape), Timeline (Portrait), Psionic Character Info","8"
"208","hp","","66","","Combat, Animal Companion, Extended Combat, Monk, Paladin, NPC, Death Master, Dragon Shaman, Dread Necromancer, Extended Paladin, Psicrystal, Psionic Combat","12"
"209","RAGE!","","18","","Combat","1"
"212","+6 Strength  +6 Constitution  +3 Will  -2 AC","","2","","Combat","1"
"213","Fatigued","","8","","Combat","1"
"214","-2 Strength  -2 Dexterity    Can’t charge or run","","2","","Combat","1"
"215","rds","","26","","Combat, Monk, Battle Dancer, Mountebank, Hexblade, Spellthief, Soulknife v2, Soulknife, Wilder","9"
"219","RAGE!|PER DAY","","1","","Combat","1"
"219","RAGE!","","1","RAGE!|PER DAY","Combat","1"
"219","PER DAY","","1","RAGE!|PER DAY","Combat","1"
"220","RAGE! DURATION","","1","","Combat","1"
"220","RAGE!","","1","RAGE! DURATION","Combat","1"
"220","DURATION","","1","RAGE! DURATION","Combat","1"
"222","Temporary|Hit Points","","4","","Combat, Death Master","2"
"225","CON|Increase","","2","","Combat","1"
"226","Total|Level","","2","","Combat","1"
"228","RAGE!|Today","","1","","Combat","1"
"228","RAGE!","","1","RAGE!|Today","Combat","1"
"228","Today","","1","RAGE!|Today","Combat","1"
"230","+8 Strength  +8 Constitution  +4 Will  -2 AC","","2","","Combat","1"
"232","+4 Strength  +4 Constitution  +2 Will  -2 AC","","2","","Combat","1"
"233","(Use adjusted CON)","","2","","Combat","1"
"234","Trap|Sense","","12","","Combat, Extended Combat, Psicrystal, Psionic Combat","4"
"235","Endurance","","12","","Combat, Extended Combat, Psicrystal, Psionic Combat","4"
"236","Imdomitable Will","","2","","Combat","1"
"237","Improved Evasion","","4","","Combat, Monk","2"
"238","Evasion","","20","","Combat, Extended Combat, Monk, NPC, Ninja, Lurk, Psicrystal, Psionic Combat","8"
"246","Temp Damage|Bonus","","12","","Combat, Extended Combat, Psionic Combat, Wilder","4"
"248","Temp Attack|Bonus","","12","","Combat, Extended Combat, Psionic Combat, Wilder","4"
"261","Nerfs","","12","","Combat, Extended Combat, Psionic Combat","3"
"262","Buffs","","16","","Combat, Extended Combat, Psionic Combat","3"
"269","ARMOUR CLASS","","32","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC Group, NPC, Party, Psicrystal, Psionic Combat","9"
"270","HEALTH","","18","","Combat, Animal Companion, Extended Combat, NPC, Psicrystal, Psionic Combat","6"
"271","ATTACKS","","16","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"272","SPECIAL ABILITIES","","16","","Combat, Animal Companion, Blank Character Info, Extended Character Info, Wild Shape, Psionic Character Info","6"
"273","FEATS","","14","","Combat, Animal Companion, Blank Character Info, Extended Character Info, Psionic Character Info","5"
"274","EFFECTS","","18","","Combat, Animal Companion, Extended Combat, NPC, Psicrystal, Psionic Combat","6"
"275","SAVES","","12","","Combat, Animal Companion, Extended Combat, Wild Shape, Psionic Combat","5"
"276","GRAPPLE","","14","","Combat, Animal Companion, Extended Combat, Psionic Combat","4"
"277","BASE ATTACK","","20","","Combat, Animal Companion, Extended Combat, NPC, Psicrystal, Psionic Combat","6"
"278","SPEED","","28","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psionic Combat","6"
"279","INITIATIVE","","14","","Combat, Animal Companion, Extended Combat, Psionic Combat","4"
"280","WILL","","16","","Combat, Animal Companion, Extended Combat, NPC, Psicrystal, Psionic Combat","6"
"281","REF","","18","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"283","FORT","","18","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"285","WILL SAVE","","10","","Combat, Animal Companion, Extended Combat, NPC Group, NPC, Party, Psicrystal, Psionic Combat","8"
"285","WILL","","10","WILL SAVE","Combat, Animal Companion, Extended Combat, NPC Group, NPC, Party, Psicrystal, Psionic Combat","8"
"285","SAVE","","10","WILL SAVE","Combat, Animal Companion, Extended Combat, NPC Group, NPC, Party, Psicrystal, Psionic Combat","8"
"286","REFLEX SAVE","","11","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC Group, NPC, Party, Psicrystal, Psionic Combat","9"
"286","REFLEX","","11","REFLEX SAVE","Combat, Animal Companion, Extended Combat, Wild Shape, NPC Group, NPC, Party, Psicrystal, Psionic Combat","9"
"286","SAVE","","11","REFLEX SAVE","Combat, Animal Companion, Extended Combat, Wild Shape, NPC Group, NPC, Party, Psicrystal, Psionic Combat","9"
"296","Base","","10","","Combat, Extended Combat, Wild Shape, Psionic Combat","4"
"299","Temp","","18","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"302","FORTITUDE SAVE","","11","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC Group, NPC, Party, Psicrystal, Psionic Combat","9"
"302","FORTITUDE","","11","FORTITUDE SAVE","Combat, Animal Companion, Extended Combat, Wild Shape, NPC Group, NPC, Party, Psicrystal, Psionic Combat","9"
"302","SAVE","","11","FORTITUDE SAVE","Combat, Animal Companion, Extended Combat, Wild Shape, NPC Group, NPC, Party, Psicrystal, Psionic Combat","9"
"305","Base|Attack","","18","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"307","Size Modifier|x4","","6","","Combat, Extended Combat, Psionic Combat","3"
"311","x 4","","12","","Combat, Animal Companion, Wild Shape, NPC, Extended Combat, Psionic Combat","6"
"313","GRAPPLE BONUS","","9","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"313","GRAPPLE","","9","GRAPPLE BONUS","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"313","BONUS","","9","GRAPPLE BONUS","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"314","RANGED|ATTACK","","6","","Combat, Extended Combat, Psionic Combat","3"
"315","MELEE|ATTACK","","6","","Combat, Extended Combat, Psionic Combat","3"
"316","BASE|ATTACK BONUS","","3","","Combat, Extended Combat, Psionic Combat","3"
"316","BASE|ATTACK","","3","BASE|ATTACK BONUS","Combat, Extended Combat, Psionic Combat","3"
"316","BONUS","","3","BASE|ATTACK BONUS","Combat, Extended Combat, Psionic Combat","3"
"317","sq","","172","","Combat, Inventory, Animal Companion, Extended Combat, Extended Inventory, Wild Shape, NPC, Shugenja, Divine Mind, Psicrystal, Psionic Combat, Psionic Inventory, Soulknife v2, Soulknife","14"
"318","ft","","172","","Combat, Inventory, Animal Companion, Extended Combat, Extended Inventory, Wild Shape, NPC, Shugenja, Divine Mind, Psicrystal, Psionic Combat, Psionic Inventory, Soulknife v2, Soulknife","14"
"323","Fly Speed","","12","","Combat, Animal Companion, Extended Combat, Psicrystal, Psionic Combat","5"
"326","Swim Speed","","10","","Combat, Animal Companion, Extended Combat, Psionic Combat","4"
"330","Temp Speed","","14","","Combat, Extended Combat, Wild Shape, NPC, Psionic Combat","5"
"331","+ 10 to speed|unless wearing|heavy armour","","2","","Combat","1"
"332","Speed with Armour","","10","","Combat, Extended Combat, Psionic Combat","3"
"333","INIT","","18","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"339","Feats","","10","","Combat, Extended Combat, Psionic Combat","3"
"340","INITIATIVE BONUS","","9","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psionic Combat, Anima Mage","7"
"340","INITIATIVE","","9","INITIATIVE BONUS","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psionic Combat, Anima Mage","7"
"340","BONUS","","9","INITIATIVE BONUS","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psionic Combat, Anima Mage","7"
"343","Conditional Modifiers","","10","","Combat, Extended Combat, Psionic Combat","3"
"344","Damage Reduction","","18","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"345","AC Penalty","","2","","Combat","1"
"346","Spell Resistance","","16","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psionic Combat","6"
"347","AC","","88","","Combat, Inventory, Animal Companion, Extended Combat, Extended Inventory, Wild Shape, NPC, Psicrystal, Psionic Combat, Psionic Inventory","10"
"348","Temp AC","","18","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"373","Damage","","86","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat, Soulknife v2, Soulknife","9"
"374","Critical","","86","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat, Soulknife v2, Soulknife","9"
"375","Attack Bonus","","90","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat, Soulknife v2, Soulknife, Crusader","10"
"378","Type","","74","","Combat, Inventory, Extended Combat, Extended Inventory, Psionic Combat, Psionic Inventory, Soulknife v2, Soulknife, Blank Tome of Battle, Crusader, Swordsage, Warblade","12"
"379","Range","","104","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Dragon Shaman, Psicrystal, Psionic Combat, Soulknife v2, Soulknife, Blank Tome of Battle, Crusader, Swordsage, Warblade","14"
"382","Ammo","","26","","Combat, Extended Combat, Psionic Combat","3"
"383","Special Ammo","","26","","Combat, Extended Combat, Psionic Combat","3"
"429","FLAT-FOOTED ARMOUR CLASS","","9","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"429","FLAT-FOOTED","","9","FLAT-FOOTED ARMOUR CLASS","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"429","ARMOUR CLASS","","9","FLAT-FOOTED ARMOUR CLASS","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"430","TOUCH ARMOUR CLASS","","9","","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"430","TOUCH","","9","TOUCH ARMOUR CLASS","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"430","ARMOUR CLASS","","9","TOUCH ARMOUR CLASS","Combat, Animal Companion, Extended Combat, Wild Shape, NPC, Psicrystal, Psionic Combat","7"
"434","Non-lethal","","14","","Combat, Animal Companion, Extended Combat, NPC, Psionic Combat","5"
"435","Wounds","","16","","Combat, Animal Companion, Extended Combat, NPC, Psicrystal, Psionic Combat","6"
"436","Dying","","14","","Combat, Animal Companion, Extended Combat, NPC, Psionic Combat","5"
"437","Unconcious","","14","","Combat, Animal Companion, Extended Combat, NPC, Psionic Combat","5"
"438","Stable","","14","","Combat, Animal Companion, Extended Combat, NPC, Psionic Combat","5"
"439","HIT POINTS","","16","","Combat, Animal Companion, Extended Combat, NPC, Psicrystal, Psionic Combat","6"
"445","Deflection|Modifier","","10","","Combat, Extended Combat, Psionic Combat","3"
"446","Natural|Armour","","18","","Combat, Animal Companion, Extended Combat, Wild Shape, Psicrystal, Psionic Combat","6"
"450","Shield AC","","20","","Combat, Inventory, Extended Combat, Extended Inventory, Psionic Combat, Psionic Inventory","6"
"451","Armour AC","","20","","Combat, Inventory, Extended Combat, Extended Inventory, Psionic Combat, Psionic Inventory","6"
"456","Character Background|Character Info|Combat|Inventory","","4","","Cover","1"
"457","PAGES","","4","","Cover","1"
"458","This document is distributed free of charge under the Artistic License 2.0. It is not for sale, under any conditions.|You are free to modify it and distribute your modifications, provided you retain this notice.","","8","","Cover","1"
"459","Dungeons & Dragons and all associated logos and properties are trademarks of Wizards of the Coast, Inc","","8","","Cover","1"
"460","Minotaur.cc presents a","","10","","Cover","1"
"461","Created by Sadie|Special thanks to Bob790 and Soruk","","1","","Cover","1"
"461","Created by Sadie","","1","Created by Sadie|Special thanks to Bob790 and Soruk","Cover","1"
"461","Special thanks to Bob790 and Soruk","","1","Created by Sadie|Special thanks to Bob790 and Soruk","Cover","1"
"462","SUPPLEMENT ONE","","2","","Cover","1"
"463","FOR DUNGEONS & DRAGONS 3.5","","5","","Cover","1"
"463","FOR","","5","FOR DUNGEONS & DRAGONS 3.5","Cover","1"
"463","DUNGEONS & DRAGONS 3.5","","5","FOR DUNGEONS & DRAGONS 3.5","Cover","1"
"465","SURPRISINGLY COMPLETE|CHARACTER SHEET SET","","2","","Cover","1"
"469","Debts","","6","","Inventory, Party Funds, Extended Inventory","3"
"473","Valuables","","4","","Inventory, Party Funds","2"
"477","Other items","","4","","Inventory, Party Funds","2"
"482","Total","","14","","Inventory, Extended Inventory, Party Funds, Psionic Inventory","4"
