"Frame number","Original","Translation","Count","Part of","Files","File count"
"105","INT","","480","","Character Info, Animal Companion, Bard, Blank Character Info, Extended Character Info, Wizard, NPC, Savant, Beguiler, Duskblade, Factotum, Warmage, Wu Jen, Lurk, Psicrystal, Psion, Psionic Character Info, Focused Specialist Wizard, Sorcerer + Metamagic, Apothecary, Barbarian - Character Info, Ranger - Character Info, Protectorate Artillerist, Alchemist, Witch, Eidolon, Scout, Rogue, Feats, Lycanthrope, Psionics - Character Info, Ninja, Magus","33"
"107","Spellcraft","","42","","Character Info, Extended Character Info, NPC Group, Party, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC, Psionics - Character Info","11"
"109","Sleight of Hand","","38","","Character Info, Extended Character Info, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC Group, NPC, Party, Psionics - Character Info","11"
"112","Sense Motive","","50","","Character Info, Animal Companion, Extended Character Info, NPC Group, NPC, Party, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Inquisitor, Eidolon, Psionics - Character Info","13"
"114","Search","","16","","Character Info, Animal Companion, Extended Character Info, NPC, Psicrystal, Psionic Character Info","6"
"116","Ride","","44","","Character Info, Extended Character Info, NPC Group, Party, Savant, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC, Psionics - Character Info","12"
"118","Open Lock","","12","","Character Info, Extended Character Info, Psicrystal, Psionic Character Info","4"
"120","Move Silently","","20","","Character Info, Animal Companion, Extended Character Info, NPC Group, NPC, Party, Psicrystal, Psionic Character Info","8"
"123","Listen","","22","","Character Info, Animal Companion, Extended Character Info, NPC Group, NPC, Party, Savant, Psicrystal, Psionic Character Info","9"
"125","Jump","","16","","Character Info, Animal Companion, Extended Character Info, NPC, Psicrystal, Psionic Character Info","6"
"128","Intimidate","","40","","Character Info, Extended Character Info, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Inquisitor, Eidolon, NPC Group, NPC, Party, Psionics - Character Info","12"
"129","- Size|  mod x4","","9","","Character Info, Extended Character Info, Psionic Character Info","3"
"130","+ Size|  diff x4","","29","","Character Info, Extended Character Info, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, Psionics - Character Info","7"
"132","Hide","","22","","Character Info, Animal Companion, Extended Character Info, NPC Group, NPC, Party, Savant, Psicrystal, Psionic Character Info","9"
"135","Heal","","42","","Character Info, Extended Character Info, NPC Group, Party, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC, Psionics - Character Info","11"
"137","Handle Animal","","42","","Character Info, Extended Character Info, NPC Group, Party, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC, Psionics - Character Info","11"
"139","Gather Information","","16","","Character Info, Extended Character Info, NPC Group, Party, Psicrystal, Psionic Character Info","6"
"141","Forgery","","16","","Character Info, Extended Character Info, NPC Group, Party, Psicrystal, Psionic Character Info","6"
"143","Escape Artist","","44","","Character Info, Animal Companion, Extended Character Info, NPC, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC Group, Party, Psionics - Character Info","12"
"146","Disguise","","44","","Character Info, Extended Character Info, NPC Group, Party, Savant, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC, Psionics - Character Info","12"
"148","Disable Device","","38","","Character Info, Extended Character Info, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC Group, NPC, Party, Psionics - Character Info","11"
"150","Diplomacy","","42","","Character Info, Extended Character Info, NPC Group, Party, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC, Psionics - Character Info","11"
"152","Decipher Script","","16","","Character Info, Extended Character Info, NPC Group, Party, Psicrystal, Psionic Character Info","6"
"153","CON","","284","","Character Info, Combat, Animal Companion, Blank Character Info, Extended Character Info, Extended Combat, Wild Shape, NPC, Dragon Shaman, Dragonfire Adept, Incarnate, Soulborn, Totemist, Psicrystal, Psionic Character Info, Psionic Combat, Barbarian - Character Info, Barbarian - Combat, Fist of the Dragon, Ranger - Character Info, Ranger - Combat, Panther Warrior, Alchemist, Eidolon - Combat, Eidolon, Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Barbarian, Monk - Combat, Feats, Lycanthrope, Psionics - Character Info","47"
"154","Concentration","","156","","Character Info, Extended Character Info, NPC Group, Party, Psicrystal, Psionic Character Info, Cleric of the Kaga, Ranger - Archery, Ranger - Two-weapon fighting, Ranger, High Guard, Imperial Man-at-arms, Khalid Asad, Protectorate Artillerist, Wyrdcaster, Oracle, Animal Speaker, Arcane Duelist, Archaologist, Archivist, Celebrity, Court Bard, Daredevil, Demagogue, Dervish Dancer, Detective, Dirge Bard, Geisha, Magician, Sandman, Savage Skald, Sea Singer, Songhealer, Sound Striker, Street Performer, Blight Druid (Domain), Blight Druid (Familiar), Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Loyalty, Oath of Vengeance, Oathbound Paladin, Battle Scout, Beast Master, Deep Walker, Falconer, Guide, Horse Lord, Infiltrator, Shapeshifter, Spirit Ranger, Trophy Hunter, Urban Ranger, Warden, Wild Stalker, Crossblooded Sorcerer, Bard, Cleric, Paladin, Sorcerer, Wizard, Druid (Animal Companion), Druid (Domain), Priest, Magus","71"
"156","Climb","","50","","Character Info, Animal Companion, Extended Character Info, NPC Group, NPC, Party, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, Psionics - Character Info","12"
"159","Bluff","","38","","Character Info, Extended Character Info, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC Group, NPC, Party, Psionics - Character Info","11"
"161","Balance","","22","","Character Info, Animal Companion, Extended Character Info, NPC Group, NPC, Party, Savant, Psicrystal, Psionic Character Info","9"
"164","Appraise","","42","","Character Info, Extended Character Info, NPC Group, Party, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, NPC, Psionics - Character Info","11"
"165","= ECL + 3","","12","","Character Info, Blank Character Info, Extended Character Info, Psionic Character Info","4"
"166","Untrained","","34","","Character Info, Blank Character Info, Extended Character Info, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, Psionics - Character Info","9"
"168","Hit Die","","30","","Character Info, Blank Character Info, Extended Character Info, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Psionics - Character Info","7"
"169","Level|Adjustment","","34","","Character Info, Animal Companion, Blank Character Info, Extended Character Info, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Feats, Psionics - Character Info","9"
"170","Skill Ranks","","30","","Character Info, Blank Character Info, Extended Character Info, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Psionics - Character Info","7"
"171","Forbidden|During|RAGE!","","3","","Character Info, Barbarian - Character Info","2"
"171","Forbidden|During","","3","Forbidden|During|RAGE!","Character Info, Barbarian - Character Info","2"
"171","RAGE!","","3","Forbidden|During|RAGE!","Character Info, Barbarian - Character Info","2"
"172","Armour|Check|Penalty","","28","","Character Info, Extended Character Info, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Psionics - Character Info","6"
"173","Misc","","914","","Character Info, Combat, Animal Companion, Bard, Blank Character Info, Cleric, Extended Character Info, Extended Combat, Monk, Paladin, Ranger, Wild Shape, NPC, Death Master, Jester, Mountebank, Savant, Dragon Shaman, Dread Necromancer, Duskblade, Extended Cleric, Extended Paladin, Factotum, Hexblade, Incarnate, Soulborn, Totemist, Ardent, Divine Mind, Lurk, Psicrystal, Psion, Psionic Character Info, Psionic Combat, Psychic Warrior, Soulknife v2, Soulknife, Wilder, Truenamer, Sorcerer + Metamagic, Apothecary, Barbarian - Character Info, Barbarian - Combat, Fist of the Dragon, Ranger - Archery, Ranger - Character Info, Ranger - Combat, Ranger - Two-weapon fighting, High Guard, Imperial Man-at-arms, Khalid Asad, Panther Warrior, Protectorate Artillerist, Wyrdcaster, Alchemist, Cavalier, Inquisitor, Eidolon - Combat, Eidolon, Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Animal Speaker, Arcane Duelist, Archaologist, Archivist, Celebrity, Court Bard, Daredevil, Demagogue, Dervish Dancer, Detective, Dirge Bard, Geisha, Magician, Sandman, Savage Skald, Sea Singer, Songhealer, Sound Striker, Street Performer, Blight Druid (Domain), Blight Druid (Familiar), Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Loyalty, Oath of Vengeance, Oathbound Paladin, Battle Scout, Beast Master, Deep Walker, Guide, Horse Lord, Infiltrator, Shapeshifter, Skirmisher, Spirit Ranger, Trapper, Urban Ranger, Warden, Wild Stalker, Scout, Rogue, Barbarian, Druid (Animal Companion), Druid (Domain), Monk - Combat, Lycanthrope, Psionics - Character Info, Priest, Witch Hunter, Gunslinger, Ninja, Ronin, Samurai, Magus","135"
"174","Skill|Bonus","","34","","Character Info, Blank Character Info, Extended Character Info, Psicrystal, Psionic Character Info, Barbarian - Character Info, Ranger - Character Info, Eidolon, Psionics - Character Info","9"
