Original,Part of,Translation
WILD EMPATHY,WILD EMPATHY|BONUS,WIĘŹ Z DZICZĄ
BONUS,WILD EMPATHY|BONUS,PREMIA
Manifester|Level,"",Poziom|Manifestującego
Druid Level,"",Poziom Druida
ANIMAL COMPANION,"",ZWIERZĘCY TOWARZYSZ
ARCANE SPELL FAILURE,ARCANE SPELL FAILURE THRESHOLD,NIEPOWODZENIE CZARU WTAJEMNICZEŃ
THRESHOLD,ARCANE SPELL FAILURE THRESHOLD,RYZYKO
Creature Type,"",Typ Potwora
Speciality Spell,"",Czar Specjalizji
Damage Reduction,"",Redukcja Obrażeń
No action this round|Lose,No action this round|Lose DEX bonus to AC; -2 AC,Brak akcji w tej rundzie|Traci
DEX,No action this round|Lose DEX bonus to AC; -2 AC,ZR
bonus to,No action this round|Lose DEX bonus to AC; -2 AC,premia do
bonus to AC; -2,No action this round|Lose DEX bonus to AC; -2 AC,premia do KP; -2
AC,No action this round|Lose DEX bonus to AC; -2 AC,KP
CMD,"",OMB
Properties,"",Właściwości
+ Level,"",+ Poziom
WILD SHAPE,"",KSZTAŁT NATURY
Track,"",Tropienie
Distance,"",Odległość
KNOWN SPELLS,"",ZNANE CZARY
Spell Save DC = 10 + CHA + Spell Level,"",ST Rz. Obr. = 10 + CHA + Poziom CZaru
Times per day,"",Użyć na dzień
Times Today,"",Użyć dzisiaj
10ft,"",3m
at half speed,"",z połową prędkośći
Spells|Known,"",Znane|Czary
5ft,"","1,5m"
+10 to move at full speed,"",+10 do poruszania się z pełną prędkością
KI POOL,"",UDERZENIE KI
Weight,"",Waga
Bard Level,"",Poziom Barda
ARMOUR CLASS,"",KLASA PANCERZA
NATURE BOND,"",WIĘŹ Z DZICZĄ
Spell Resistance,"",Odporność na Czary
Uncanny Dodge,"",Nieświadomy Unik
Improved Uncanny Dodge,"",Doskonalszy Nieświadomy Unik
CHA - 8,"",CHA - 8
CHA - 4,"",CHA - 4
CHA - 12,"",CHA - 12
Timeless Body,"Timeless Body|No longer age, cannot be magically aged",Ponadczasowe ciało
"No longer age, cannot be magically aged","Timeless Body|No longer age, cannot be magically aged","Nie starzeje się, nie może być postarzany za pomocą magii"
BONUS FEATS,"",ATUTY PREMIOWE
Nature Sense,Nature Sense|+2 to Knowledge (nature) and Survival,Zmysł natury
+2 to Knowledge (nature) and Survival,Nature Sense|+2 to Knowledge (nature) and Survival,+2 do Wiedzy (natura) oraz Sztuki Przetrwania
or,"",lub
Wild Empathy,Wild Empathy|Improve the attitude of an animal,Empatia z Dziczą
Improve the attitude of an animal,Wild Empathy|Improve the attitude of an animal,Doskonali postępowanie ze zwierzętami
2d8,"",2k8
Cleric|Level,"",Poziom|Kapłana
Wild Shape,Wild Shape|Become any small or medium animal,Kształt Natury
Become any small or medium animal,Wild Shape|Become any small or medium animal,Może przemienić się zwierzę rozmiaru małego lub średniego
FORTITUDE,FORTITUDE|SAVE DC,WYTRWAŁOŚĆ
FORTITUDE|SAVE,FORTITUDE|SAVE DC,RZ. ORB. NA|WYTRWAŁOŚĆ
DC,FORTITUDE|SAVE DC,ST
d8,"",k8
SPEED,"",Szybkość
Acrobatics,"",Zwinność
Deflection|Modifier,"",Modyfikator|z Odbicia
2d6,"",2k6
Cost,"",Koszt
BAB,"",BPA
Conditional Modifiers,"",Inne Modyfikatory
DRUID,"",DRUID
d10,"",k10
Ammo,"",Amunicja
SKILLS,"",UMIEJĘTNOŚĆI
Bonus Spells,Bonus Spells|WIS,Premiowe Czary
WIS,Bonus Spells|WIS,RZT
SNEAK ATTACK,"",PODSTĘPNY ATAK
ROGUE TALENTS,"",TALENTY TROPICIELA
TALENTS,TALENTS|KNOWN,TALENTY
KNOWN,TALENTS|KNOWN,ZNANE
Base|Attack Bonus,"",Bazowa|Premia do Ataku
Racial,"",Rasowe
MASTER STRIKE,"",MISTRZOWSKIE UDERZENIE
MASTER STRIKE,MASTER STRIKE|FORTITUDE DC,MISTRZOWSKIE UDERZENIE
FORTITUDE DC,MASTER STRIKE|FORTITUDE DC,ST WYTRWAŁOŚĆ
SNEAK DAMAGE,SNEAK DAMAGE|BONUS,PODSTĘPNE OBRAŻENIA
BONUS,SNEAK DAMAGE|BONUS,PREMIA
Uses Today,"",Użycia Dzisiaj
DEITY,"",BÓG
Advanced Talents,"",Zaawansowane Talenty
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.","","Mistrzowskie uderzenie nie może być użyte na tym samym celu w ciągu|24 godzin, bez względu na wynik rzutu obronnego na Wytrwałość"
FORTITUDE,FORTITUDE SAVE,WYTRWAŁOŚĆ
SAVE,FORTITUDE SAVE,RZUT OBRONNY
Special Ammo,"",Specjalna Amunicja
Unarmed Strike,"",Uderzenie bez broni
Survival|Bonus,"",Premia ze|Sztuki Przetrwania
"From level 10, a Rogue|can take Advanced Talents","",Od 10 poziomu Tropiciel może korzystać z Zaawansowanych TAlentów
WILL,WILL SAVE DC,WOLA
SAVE DC,WILL SAVE DC,ST Rz. Obr.
ABILITIES,"",ATRYBUTY
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,"",Udany podstępny atak może również przynieść:|-Sen na 1k4 godzin|-Paraliż na 2k6 rund|-Śmierć
Climb,"",Wspinaczka
REFLEX,REFLEX SAVE,REFLEKS
SAVE,REFLEX SAVE,Rz. Obr.
(ROGUE),"",(ŁOTRZYK)
MONK,"",MNICH
Perception,"",Percepcja
FEMALE,"",ŻEŃSKA
MALE,"",MĘSKA
FAVOURED ENEMIES,"",ULUBIENI WROGOWIE
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","",Obrażenia z podstępnego ataku można stosować gdy cel jest flankowany lub stracił premię ze ZR do KP.|W przypadku ataków dystansowych stosuje je się tylko w zasięgu 9m.|Nie ulegają zwiększeniu w wyniku uderzeń krytycznych.|Obrażenia powodują śmierć tylko w przypadku używania zabójczej broni.
Bards can wear light armour without risking|spell failure.,"",Bard może nosić lekką zbroję bez ryzyka|niepowodzenia czaru.
FAVOURED TERRAINS,"",ULUBIONE TERENY
Ability|Modifier,"",Modyfikator|z Atrybutu
MIGHTY,MIGHTY RAGE!,MĘŻNY
RAGE!,MIGHTY RAGE!,SZAŁ!
GREATER,GREATER RAGE!,POTĘŻNIEJSZY
RAGE!,GREATER RAGE!,SZAŁ!
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.","","Tropiciel dostaje premiowe atuty, nawet jeśli nie spełnia wymagań, jednak mogą być stosowane tylko gdy nie nosi ciężkiej zbroi."
Temp,"",Tymczasowy
Cost:,Cost: 1 pt,Koszt:
1 pt,Cost: 1 pt,1 ptk
Bonus|Points,"",Premiowe|Punkty
TRAP SENSE,"",WYCZUCIE PUŁAPEK
WILL,WILL SAVE,WOLA
SAVE,WILL SAVE,Rz. Obr.
FORT,"",WYTR
Dodge,"",Uniki
Use bonus in place of...,"",Użyj premii zamiast...
DISTRACTION,"",ROZPROSZENIE
DURATION,DURATION|PER DAY,CZAS TRWANIA
PER DAY,DURATION|PER DAY,NA DZIEŃ
Sense Motive,"",Wyczucie Pobudek
Channel Positive Energy,"",Kierunkowanie Pozytywnej Energii
Swim,"",Pływanie
Fatigued,"",Zmęczony
Improved Evasion,"",Doskonalsze Uchylanie
Ability|Score,"",Wartość|Atrybutu
Treat unarmed attacks as adamantine weapons,"",Atak bez broni należy traktować jako oręż adamantytowy
FAVOURED ENEMY BONUS,"",PREMIA Z PREFEROWANEGO WROGA
ENERGY,ENERGY|ROLL,ENERGIA
ROLL,ENERGY|ROLL,RZUT
Rounds|Today,"",Rundy|Dziś
Treat unarmed attacks as lawful weapons,"",Atak bez broni jest traktowany jako oręż praworządna.
TOUCH,TOUCH ARMOUR CLASS,DOTYK
ARMOUR CLASS,TOUCH ARMOUR CLASS,KLASA PANCERZA
BARBARIAN,"",BARBARZYŃCA
"Cannot rage, run or charge|while fatigued.","","Nie może wpadać w szał, biegać lub szarżować|gdy zmęczony."
Ki Pool (adamantine),"",Uderzenie Ki (adamantyt)
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,"",Modyfikator z Atrybutu =|(Wartość Atrybutu - 10) / 2
DAMAGE,DAMAGE|REDUCTION,Redukcja
REDUCTION,DAMAGE|REDUCTION,Obrażeń
Bonus|Feats,"",Premiowe|Atuty
FLAT-FOOTED,FLAT-FOOTED ARMOUR CLASS,NIEPRZYGOTOWANY
ARMOUR CLASS,FLAT-FOOTED ARMOUR CLASS,KLASA PANCERZA
Size,"",Rozmiar
Dexterity Score|Penalty:,Dexterity Score|Penalty: -2,Wartość Zręczności|Kara:
PERFORMANCES,"",WYSTĘPY
FATIGUED,FATIGUED|DURATION,ZMĘCZONY
DURATION,FATIGUED|DURATION,CZAS
ATTACKS,"",ATAKI
Buffs,"",Premie
1d8,"",1k8
STRENTH|SCORE,STRENTH|SCORE|BONUS,WARTOŚĆ|SIŁY
BONUS,STRENTH|SCORE|BONUS,PREMIA
BONUS FEAT,"",PREMIOWY ATUT
CONSTITUTION|SCORE,CONSTITUTION|SCORE|BONUS,WARTOŚĆ|BUDOWY
BONUS,CONSTITUTION|SCORE|BONUS,PREMIA
CMB,"",PMB
WILL,WILL|SAVE DC,WOLA
WILL|SAVE,WILL|SAVE DC,Rz. Obr.|na WOLĘ
SAVE DC,WILL|SAVE DC,ST Rz. Obr
DC,WILL|SAVE DC,ST
Wild|Shape|Level,"",Poziom|Kształtu|Natury
Temp AC,"",Tymczasowa KP
FRIENDLY,"",PRZYJACIELSKI
REF,"",REF
Item|Bonus,"",Premia|z Przedmiotu
SURVIVAL,"",SZTUKA|PRZETRWANIA
KI POOL,KI POOL|CAPACITY,UDERZENIE KI
CAPACITY,KI POOL|CAPACITY,ILOŚĆ
TRAP SENSE,TRAP SENSE|BONUS,WYCZUCIE PUŁAPEK
BONUS,TRAP SENSE|BONUS,PREMIA
Deflect Arrows,"",Odbijanie Strzał
RAGE!,RAGE!|TODAY,SZAŁ!
TODAY,RAGE!|TODAY,DZIŚ
Strength Score|Penalty:,Strength Score|Penalty: -2,Wartość Siły|Kara:
Ki Pool (lawful),"",Uderzenie Ki (praworządność)
"Begin or switch a bardic performance as a move action,|rather than as a standard action.","",Rozpoczyna lub zmienia występy bardów jako akcja ruchu|zamiast akcji standardowej.
Mobility,"",Ruchliwość
EMPTY BODY,"",PUSTE CIAŁO
CATCH LEDGE,"",CHWYTANIE KRAWĘDZI
HIGH JUMP,"",WYSOKI SKOK
RAGE!,RAGE!|Duration,SZAŁ!
Duration,RAGE!|Duration,CZAS
1ft,"","0,3m"
ARMOUR CLASS BONUS,"",PREMIA DO KLASY PANCERZA
COMBAT STYLE,"",STYL WALKI
Mythic|Tier,"",Mityczny|Poziom
50ft,"",15m
Acrobatics DC = Opponent’s,Acrobatics DC = Opponent’s CMD,ST Zwinności = Przeciwnika
CMD,Acrobatics DC = Opponent’s CMD,OMB
Ki Pool (magic),"",Uderzenie Ki (magia)
if you fail a jump by 4 or less,"",Jeśli nie powiedzie się test skoku o 4 lub mniej
to ignore 10ft of falling damage,"",Aby zignorować 3m obrażeń od upadku
MOVE THROUGH THREATENED SQUARE,"",RUCH PRZEZ ZAGROŻONY OBSZAR
Nerfs,"",Kary
20ft,"",6m
20 Reflex save,"",20 Rz. Obr. na Refleks
Acrobatics DC = 5 + Opponent’s,Acrobatics DC = 5 + Opponent’s CMD,ST Zwinności = 5 + Wrogie
CMD,Acrobatics DC = 5 + Opponent’s CMD,OMB
Combat Reflexes,"",Zmysł Walki
6ft,"","1,8"
2ft,"","0,6m"
Morale|Bonus,"",Premia|z Morali
MOVE THROUGH ENEMY’S OWN SQUARE,"",RUCH PRZEZ POLE ZAJMOWANE PRZEZ WROGA
ARMOUR|CLASS,ARMOUR|CLASS|PENALTY,KLASA|PANCERZA
PENALTY,ARMOUR|CLASS|PENALTY,KARA
Value,"",Wartość
"Treat hands, feet, knees and elbows as weapons","","Dłonie, stopy, kolana i łokcie są traktowane jak broń"
7ft,"","2,1m"
d4 / d8,"",k4 / k8
INIT,"",INIC
AC,AC BONUS,KP
BONUS,AC BONUS,PREMIA
2d10,"",2k10
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,"",Niweluje magiczne efekty oparte na wzroku.|Sprzymierzeńcy w zasięgu 9m rzucają na Występy zamiast normalnych rzutów obronnych.
INITIATIVE,INITIATIVE BONUS,INICJATYWA
BONUS,INITIATIVE BONUS,PREMIA
25ft,"","7,5m"
30ft,"",9m
Spring Attack,"",Atak z Doskoku
WHOLENESS OF BODY,"",JEDNOŚĆ CIAŁA
15ft,"","4,5m"
WILL,"",WOLA
Campaign,"",Kampania
FALL,"",UPADEK
FASCINATE,FASCINATE|MAX AUDIENCE,FASCYNACJA
MAX AUDIENCE,FASCINATE|MAX AUDIENCE,PEŁNA UWAGA
WILL|SAVE,WILL|SAVE|BONUS,Rz. Obr.|na WOLĘ
BONUS,WILL|SAVE|BONUS,PREMIA
4ft,"","1,2m"
55ft,"","16,5m"
HEALING|POINTS,"",PUNKTY|LECZENIA
RAGE!,RAGE!  DURATION|PER DAY,SZAŁ!
DURATION,RAGE!  DURATION|PER DAY,CZAS
PER DAY,RAGE!  DURATION|PER DAY,NA DZIEŃ
Power,"",Moc
BARDIC PERFORMANCE,"",WYSTĘPY BARDA
35ft,"","10,5m"
8ft,"","2,4m"
Indomitable Will,"",Niezłomna Wola
Tireless,Tireless RAGE!,Niestrudzony
RAGE!,Tireless RAGE!,SZAŁ!
SOOTHING PERFORMANCE,"",KOJĄCA PIEŚŃ
USES,USES|PER DAY,UŻYCIA
PER DAY,USES|PER DAY,NA DZIEŃ
15 Acrobatics,"",15 Zwinność
POWER LEVELS,"",POZIOMY MOCY
3ft,"","0,9m"
45ft,"","13,5m"
40ft,"",12m
9ft,"","2,7m"
LONG JUMP,"",DŁUGI SKOK
Sml / Lrg,"",Mały / Duży
11ft,"","3,3m"
Snatch Arrows,"",Chwytanie Strzał
CMD,CMD BONUS,OMB
BONUS,CMD BONUS,PREMIA
Acrobatics skill +4,"",Zwinność +4
Escape Artist,"",Wyzwalanie się
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","",Zbiorowe Leczenie Poważnych Ran|Usuwa zmęczenie oraz objawy chorów
Unarmed|Strike|Damage,"",Obrażenia|z Ataku|bez Broni
Disguise,"",Przebieranie
Feats,"",Atuty
2d8 / 4d8,"",2k8 / 4k8
Rounds Today,"",Rund Dzisiaj
COUNTERSONG,"",KONTRAPIEŚŃ
2d6 / 3d8,"",2k6 / 3k8
Temp Speed,"",Tymczasowa Prędkość
d10 / 3d6,"",k10 / 3k6
RAGE!,RAGE! POWERS |KNOWN,SZAŁ!
POWERS,RAGE! POWERS |KNOWN,MOCE
KNOWN,RAGE! POWERS |KNOWN,ZNANE
Timeless Body,"",Ponadczasowe Ciało
Point|Cost,"",Koszt
Flurry of Blows,"",Grad Ciosów
JACK OF ALL TRADES,"",CZŁOWIEK ORKIESTRA
Natural|Armour,"",Naturalny|Pancerz
PERFECT SELF,"",IDEALNE JA
Ride,"",Jeździectwo
Scorpion Style,"",Styl Skorpiona
Base|Points,"",Bazowe|Punkty
Heal,"",Leczenie
d6 / 2d6,"",k6 /2k6
Animal Companion’s Name,"",Imię Zwierzęcego Towarzysza
d8 / 2d8,"",k8 / 2k8
Use monk level in place of,Use monk level in place of BAB for calculating CMB,Użyj poziomu mnicha zamiast
BAB,Use monk level in place of BAB for calculating CMB,BPA
for calculating,Use monk level in place of BAB for calculating CMB,aby obliczyć
CMB,Use monk level in place of BAB for calculating CMB,OMB
RAGE!,RAGE! POWERS,SZAŁ!
POWERS,RAGE! POWERS,MOCE
Treat unarmed attacks as magic weapons,"",Ataki bez broni są traktowane jak oręż magiczny
for every 10ft of your standard move above 30ft,"",na każde 3m twojego standardowego ruchu powyżej 9m
KNOWN POWERS,"",ZNANE MOCE
Damage Reduction 1/,Damage Reduction 1/―,Redukcja obrażeń 1/
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,"",Niweluje magiczne efekty oparte na dźwięku.|Sprzymierzeńcy w zasięgu 9m
Manoeuvre Training,"",Mistrz Manewrów
Appraise,"",Szacowanie
Fast Movement,Fast Movement +60 ft,Szybkie Poruszanie się
+60 ft,Fast Movement +60 ft,+18m
Fast Movement,Fast Movement +50 ft,Szybkie Poruszanie się
+50 ft,Fast Movement +50 ft,+15m
Fast Movement,Fast Movement +40 ft,Szybkie Poruszanie się
+40 ft,Fast Movement +40 ft,+12m
Fast Movement,Fast Movement +30 ft,Szybkie Poruszanie się
+30 ft,Fast Movement +30 ft,+9m
Fast Movement,Fast Movement +20 ft,Szybkie Poruszanie się
+20 ft,Fast Movement +20 ft,+6m
Fast Movement,Fast Movement +10 ft,Szybkie Poruszanie się
+10 ft,Fast Movement +10 ft,+3m
Abundant step,"",Daleki krok
Damage Reduction 5/,Damage Reduction 5/―,Redukcja obrażeń 5/
Avoid all damage on successful reflex save,"","Unika wszystkich obrażeń, jeśli powiedzie się rzut obronny na refleks"
Damage Reduction 4/,Damage Reduction 4/―,Redukcja obrażeń 4/
Race,"",Rasa
Ranks,"",Rangi
Damage Reduction 3/,Damage Reduction 3/―,Redukcja obrażeń 3/
INSPIRE COMPETENCE,"",INSPIROWANIE BIEGŁOŚĆI
INSPIRE GREATNESS,INSPIRE GREATNESS  MAX AFFECTED,INSPIROWANIE WIELKOŚCI
MAX AFFECTED,INSPIRE GREATNESS  MAX AFFECTED,""
PSIONICS,"",PSIONIKA
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,INSPIROWANIE ODWAGI
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,""
POWERS,POWERS|KNOWN,MOCE
KNOWN,POWERS|KNOWN,ZNANE
Diplomacy,"",Dyplomacja
BASE ATTACK,"",PREMIE DO ATAKU
POWER POINTS,POWER POINTS|PER DAY,PUNKTY MOCY
PER DAY,POWER POINTS|PER DAY,NA DZIEŃ
Add monk level to Acrobatics checks for jumping,"",Dodaj liczbę poziomów Mnicha do testów skakania opartych na Zwinności
Able to take 10 on any skill,"",Może przyjąć 10 w teście dowolnej umiejętności
SAVES,"",RZUTY OBRONNE
Dodge|Modifier,"",Premia|z Uników
Improved Critical,"",Doskonalsze Trafienie Krytyczne
Improved Disarm,"",Doskonalsze Rozbrajanie
Improved Feint,"",Doskonalsza Finta
Improved Grapple,"",Doskonalsza Walka w Zwarciu
Improved Trip,"",Doskonalsze Obalanie
DIAMOND SOUL,"",DIAMENTOWA DUSZA
HUNTER’S BOND,"",WIĘŹ ŁOWCY
SPELL,SPELL RESISTANCE,ODPORNOŚĆ
RESISTANCE,SPELL RESISTANCE,NA CZARY
to jump checks -,+20 to jump checks - 1 ki point,do testów skakania
1 ki point,+20 to jump checks - 1 ki point,1 punkt ki
EFFECTS,"",EFEKTY
Catch off-guard,"",Co popadnie
All skills are considered class skills,"",Wszystkie umiejętności są traktowane jako umiejętności klasowe
Cause an enemy to die of joy or sorrow,"",Sprowadza przeciwnika do śmierci w 
ETHERIAL,ETHERIAL|ROUNDS,ETERYCZNOŚĆ
ROUNDS,ETHERIAL|ROUNDS,RUNDY
DEADLY PERFORMANCE,"",ŚMIERTELNY WYSTĘP
Non-Monk|Levels,"",Inne|Poziomy
Power|Level,"",Poziomy|Mocy
Power|Save DC,"",ST Rz. Obr.|na Moc
Use in place of Diplomacy to improve the attitude of an animal,"",Użyj zamiast Dyplomacji aby zyskać przychylność zwierzęcia
Use any skill as if you were trained,"","Używaj dowolnej umiejętności, jak gdyby była wytrenowana"
Use a full attack action for more attacks,"",Używa akcji ataku w celu uzyskania więcej ataków
Handle Animal,"",Postępowanie ze Zwierzętami
Check Penalty,"",Kara do Testów z Pancerza
Slow Fall,Slow Fall 30 ft,Powolny Upadek
30 ft,Slow Fall 30 ft,9m
Slow Fall,Slow Fall 40 ft,Powolny Upadek
40 ft,Slow Fall 40 ft,12m
Slow Fall,Slow Fall 50 ft,Powolny Upadek
50 ft,Slow Fall 50 ft,15m
Slow Fall,Slow Fall 60 ft,Powolny Upadek
60 ft,Slow Fall 60 ft,18m
Slow Fall,Slow Fall 70 ft,Powolny Upadek
70 ft,Slow Fall 70 ft,21m
Slow Fall,Slow Fall 80 ft,Powolny Upadek
80 ft,Slow Fall 80 ft,24m
Slow Fall,Slow Fall 90 ft,Powolny Upadek
90 ft,Slow Fall 90 ft,27m
Slow Fall,Slow Fall Any distance,Powolny Upadek
Any distance,Slow Fall Any distance,Dowolna Wysokość
Spell Failure,"",Niepowodzenie CZaru
Spellcraft,"",Czarostwo
Treated as an Outsider,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Traktowany jako Przybysz
Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Odporny na Zauroczenie Osoby i inne efekty|które działają na nie-przybyszów.|Redukcja obrażeń
10/chaotic,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,10/chaos
Total,"",Suma
Today,"",Dziś
MAX POWER,MAX POWER|LEVEL,MAKSYMALNA MOC
LEVEL,MAX POWER|LEVEL,POZIOM
FAVOURED TERRAIN BONUS,"",PREMIA Z ULUBIONEGO TERENU
Bonus Points,"",Punkty Premiowe
Damage Reduction 2/,Damage Reduction 2/―,Redukcja obrażeń 2/
Heal your own wounds -,Heal your own wounds - 2 ki points,Ulecz swoje rany -
2 ki points,Heal your own wounds - 2 ki points,2 punkty ki
SHARE FAVOURED ENEMY,SHARE FAVOURED ENEMY|DURATION,DZIELENIE SIĘ PREMIĄ
DURATION,SHARE FAVOURED ENEMY|DURATION,CZAS
School,"",Szkoła
Improved Bull Rush,"",Doskonalsza Szarża Byka
Enemies are frightened and flee your performance,"",Przeciwnicy są przerażeni twoim występem i uciekają
pts,"",ptk
Assume ethereal state for 1 minute -,Assume ethereal state for 1 minute - 3 ki points,Przechodzi w stan eteryczny na minutę - 
3 ki points,Assume ethereal state for 1 minute - 3 ki points,3 punkty ki
Endurance,"",Krzepa
Speak with any living creature,"",Może rozmawiać z dowolną żywą istotą
QUIVERING PALM,"",DRŻĄCA PIĘŚĆ
DIRGE OF DOOM,"",LAMENT ZAGŁADY
Intimidate,"",Zastraszanie
Gorgon’s Fist,"",Pięść Gorgony
(BARD),"",(BARD)
bp,"",pb
Cause enemies within 30ft to become shaken,"",Wywołuje wstrząs u wrogów w zasięgu 9m
+ 4 to all saving throws|+ 4 to AC,"",+4 do wszystkich rzutów obronnych|+4 do KP
FRIGHTENING TUNE,"",PRZERAŻAJĄCY TON
"Bonus only applied when unarmoured,|unencumbered and not helpless","","Tylko gdy nieuzbrojony,|nieobciążony lub nie pomaga"
MASS SUGGESTION,"",ZBIOROWA SUGESTIA
HEALTH,"",ŻYCIE
Tongue of the Sun and Moon,"",Język Słońca i Księżyca
2 × (d10 +,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",2 × (k10 + 
CON,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",B
") temporary hit points,|+2 attack, +1 fortitude save","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",") tymczasowych punktów wytrzymałości,|+2 do ataku, +1 do rz. obr. na Wytrw"
Bluff,"",Blefowanie
No age penalties or artificial ageing,"",Nie podlega karom wynikających ze starzenia się i nie może być postarzany za pomocą magii
Wounds,"",Rany
HIT POINTS,"",PUNKTY WYTRZYMAŁOŚĆI
Venom Immunity,Venom Immunity|Immune to all poisons,Odporność na jad
Immune to all poisons,Venom Immunity|Immune to all poisons,Odporny na wszystkie trucizny
Delayed death,"",Opóźniona Śmierć
Shield AC,"",Tarcza
LANGUAGES,"",JĘZYKI
Slip magically between spaces -,Slip magically between spaces - 2 ki points,Przemieszczaj się magicznie w przestrzeni -
2 ki points,Slip magically between spaces - 2 ki points,2 punkty ki
Base,"",Podstawowy
Medusa’s Wrath,"",Gniew Medusy
Avoid half damage on failed reflex save,"",Unika połowy obrażeń w przypadku nieudanego rzutu obronnego na refleks
Current Shape,"",Obecny Kształt
KNOWLEDGE,KNOWLEDGE |BONUS,WIEDZA
BONUS,KNOWLEDGE |BONUS,PREMIA
Armour AC,"",Pancerz
Deafened,"",Głuchota
Dying,"",Umierający
Base|Attack,"",Bazowa|Premia
DAMAGE,DAMAGE|BONUS,OBRAŻENIA
BONUS,DAMAGE|BONUS,PREMIA
QUIVER,QUIVER DAYS,DRŻENIE
DAYS,QUIVER DAYS,DNI
(which grants,(which grants +16 to Acrobatics),zapewnia
to Acrobatics),(which grants +16 to Acrobatics),do Zwinności
BARDIC KNOWLEDGE,"",WIEDZA BARDÓW
SHARE FAVOURED ENEMY,"",DZIELENIE SIĘ PREMIĄ
INSPIRE COURAGE,"",INSPIROWANIE ODWAGI
(which grants,(which grants +4 to Acrobatics),zapewnia
to Acrobatics),(which grants +4 to Acrobatics),do Zwinności
Still Mind,"",Spokojny Umysł
(which grants,(which grants +12 to Acrobatics),zapewnia
to Acrobatics),(which grants +12 to Acrobatics),do Zwinności
(which grants,(which grants +24 to Acrobatics),zapewnia
to Acrobatics),(which grants +24 to Acrobatics),do Zwinności
XP,"",PD
Stable,"",Stabilny
Trapfinding,"",Wykrywanie Pułapek
INITIATIVE,"",INICJATYWA
Disable Device,"",Unieszkodliwianie Mechanizmów
(which grants,(which grants +20 to Acrobatics),zapewnia
