Original,Part of,Translation
ARCANE SPELL FAILURE,ARCANE SPELL FAILURE THRESHOLD,ARKANE ZAUBERPATZER
THRESHOLD,ARCANE SPELL FAILURE THRESHOLD,WAHRSCHEINLICHKEIT
ANIMAL COMPANION,"",TIERGEFÄHRTE
Creature Type,"",Art
Damage Reduction,"",Schadensreduzierung
CMD,"",KMV
+ Level,"",+ Stufe
Properties,"",Eigenschaften
Track,"",Spuren folgen
Distance,"",Entfernung
KNOWN SPELLS,"",BEKANNTE ZAUBER
Spell Save DC = 10 + CHA + Spell Level,"",Zauber Rettungs SG = 10 + CH + Zaubergrad
Spells|Known,"",Zauber|Bekannt
Times per day,"",Anzahl pro Tag
Bard Level,"",Bardenstufe
ARMOUR CLASS,"",RÜSTUNGSKLASSE
Weight,"",Gewicht
KI POOL,"",Ki-Vorrat
NATURE BOND,"",BUND MIT DER NATUR
Spell Resistance,"",Zauberresistenz
or,"",oder
CHA - 8,"",CH - 8
CHA - 12,"",CH - 12
CHA - 4,"",CH - 4
Nature Sense,Nature Sense|+2 to Knowledge (nature) and Survival,Naturgespür
+2 to Knowledge (nature) and Survival,Nature Sense|+2 to Knowledge (nature) and Survival,+2 auf Wissen (Natur) und Überlebenskunst
2d8,"",2W8
Cleric|Level,"",Kleriker-|Stufe
d8,"",W8
SPEED,"",BEWEGUNGSRATE
Acrobatics,"",Akrobatik
Deflection|Modifier,"",Ablenkungs-|modifikator
Cost,"",Kosten
BAB,"",GAB
2d6,"",2W6
DRUID,"",DRUIDE
Conditional Modifiers,"",Umstandsmodifikatoren
d10,"",W10
Ammo,"",Munition
Bonus Spells,Bonus Spells|WIS,Bonus Zauber
WIS,Bonus Spells|WIS,WE
SKILLS,"",FERTIGKEITEN
SNEAK ATTACK,"",HINTERHÄLTIGER ANGIFF
TALENTS,TALENTS|KNOWN,TALENTE
KNOWN,TALENTS|KNOWN,BEKANNT
Base|Attack Bonus,"",Grund-|angriffsbonus
Racial,"",|Feats
MASTER STRIKE,"",MEISTERHAFTER ANGRIFF
MASTER STRIKE,MASTER STRIKE|FORTITUDE DC,MEISTERHAFTER ANGRIFF
FORTITUDE DC,MASTER STRIKE|FORTITUDE DC,ZÄHIGKEIT SG
SNEAK DAMAGE,SNEAK DAMAGE|BONUS,SCHADEN
BONUS,SNEAK DAMAGE|BONUS,BONUS
Uses Today,"",Heute eingesetzt
DEITY,"",GOTTHEIT
FORTITUDE,FORTITUDE SAVE,ZÄHIGKEIT
SAVE,FORTITUDE SAVE,RETTUNGSWURF
Special Ammo,"",Spezialmunition
Unarmed Strike,"",Waffenloser Schlag
WILL,WILL SAVE DC,WILLEN
SAVE DC,WILL SAVE DC,RETTUNGS SG
ABILITIES,"",ATTRIBUTSWERTE
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,"",Ein erfolgreicher Hinterhältiger Angriff kann auch verursachen:|• Schlaf für 1W4 Stunden| • Gelähmt für 2W6 Runden| • Getötet
MALE,"",MÄNNLICH
REFLEX,REFLEX SAVE,REFLEX
SAVE,REFLEX SAVE,RETTUNGSWURF
MONK,"",Mönch
FEMALE,"",WEIBLICH
(ROGUE),"",(SCHURKE)
Perception,"",Wahrnehmung
Climb,"",Klettern
Ability|Modifier,"",Attributs-|modifikator
FAVOURED ENEMIES,"",Erzfeinde
FAVOURED TERRAINS,"",Bevorzugtes Gelände
DISTRACTION,"",ABLENKUNG
Temp,"",Temp.
FORT,"",ZÄH
WILL,WILL SAVE,WILLEN
SAVE,WILL SAVE,RETTUNGSWURF
Use bonus in place of...,"",Nutze Bonus anstatt von...
DURATION,DURATION|PER DAY,DAUER
PER DAY,DURATION|PER DAY,PRO TAG
Sense Motive,"",Motiv erkennen
Channel Positive Energy,"",POSITIVE ENERGIE FOKUSSIEREN
Swim,"",Schwimmen
Ability|Score,"",Attributs-|wert
FAVOURED ENEMY BONUS,"",ERZFEIND BONUS
ENERGY,ENERGY|ROLL,ENERGIE
ROLL,ENERGY|ROLL,WURF
TOUCH,TOUCH ARMOUR CLASS,BERÜHRUNG
ARMOUR CLASS,TOUCH ARMOUR CLASS,RÜSTUNGSKLASSE
BARBARIAN,"",BARBAR
Ki Pool (adamantine),"",Ki-Vorrat (Adamant)
Rounds|Today,"",Runden|Heute
Size,"",Größe
FLAT-FOOTED,FLAT-FOOTED ARMOUR CLASS,AUF DEM FALSCHEN FUSS
ARMOUR CLASS,FLAT-FOOTED ARMOUR CLASS,RÜSTUNGSKLASSE
ATTACKS,"",ANGRIFFE
1d8,"",1W8
Buffs,"",BUFFS
PERFORMANCES,"",AUFTRITTE
WILL,WILL|SAVE DC,WILLEN
SAVE DC,WILL|SAVE DC,RETTUNGS SG
Temp AC,"",Temp. RK
CMB,"",KMB
REF,"",REF
SURVIVAL,"",Überlebenskunst
Ki Pool (lawful),"",Ki-Vorrat (Rechtschaffen)
Item|Bonus,"",Gegenstands-|boni
Ki Pool (magic),"",Ki-Vorrat (Magisch)
Nerfs,"",Debuff
Morale|Bonus,"",Moral-|bonus
Value,"",Wert
d4 / d8,"",W4 / W8
INIT,"",INIT
2d10,"",2W10
INITIATIVE,INITIATIVE BONUS,INITIATIVE
BONUS,INITIATIVE BONUS,BONUS
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,"",Bannt auf Sicht basierende magische Effekte.Kreaturen innerhalb|von 9m nutzen den Auftrittswurf des Barden als RW.
WILL,"",WILL
Campaign,"",Kampagne
FASCINATE,FASCINATE|MAX AUDIENCE,FASZINIEREN
MAX AUDIENCE,FASCINATE|MAX AUDIENCE,MAX. PUBLIKUM
BARDIC PERFORMANCE,"",BARDENAUFTRITT
SOOTHING PERFORMANCE,"",ERFRISCHENDER AUFTRITT
USES,USES|PER DAY,EINSETZBAR
PER DAY,USES|PER DAY,PRO TAG
Escape Artist,"",Entfesslungskunst
Disguise,"",Verkleiden
Feats,"",Talente
2d6 / 3d8,"",2W6 / 3W8
COUNTERSONG,"",BANNLIED
2d8 / 4d8,"",2W8 / 4W8
Temp Speed,"",Temp.
d10 / 3d6,"",W10  3W6
Natural|Armour,"",Natürliche|Rüstung
Heal,"",Heilkunde
Ride,"",Reiten
JACK OF ALL TRADES,"",TAUSENDSASSA
d6 / 2d6,"",W6 / 2W6
d8 / 2d8,"",W8 / 2W8
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,"",Bannt auf Klang basierende magische Effekte.Kreaturen innerhalb|von 9m nutzen den Auftrittswurf des Barden als RW.
Appraise,"",Schätzen
Race,"",Volk
Ranks,"",Ränge
INSPIRE COMPETENCE,"",LIED DES ERFOLGS
INSPIRE GREATNESS,INSPIRE GREATNESS  MAX AFFECTED,LIED DER GRÖSSE
MAX AFFECTED,INSPIRE GREATNESS  MAX AFFECTED,MAX. BEINFLUSST
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,LIED DES HELDENMUTES
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,MAX. BEINFLUSST
Diplomacy,"",Diplomatie
BASE ATTACK,"",GRUNDANGRIFF
Able to take 10 on any skill,"",10 nehmen ist für alle Fertigkeiten erlaubt
SAVES,"",RETTUNGSWÜRFE
Dodge|Modifier,"",Ausweich-|modifikator
HUNTER’S BOND,"",BUND DES JÄGERS
EFFECTS,"",EFFEKTE
All skills are considered class skills,"",Alle Fertigkeiten gelten als Klassenfertigkeiten
Cause an enemy to die of joy or sorrow,"",Einen Gegner vor Freude oder Kummer sterben lassen
DEADLY PERFORMANCE,"",TÖDLICHE MELODIE
OF,"",VON
Use any skill as if you were trained,"",Alle Fertigkeiten gelten als geübt
Handle Animal,"",Mit Tieren umgehen
Check Penalty,"",Rüstungsmalus
Spell Failure,"",Zauberpatzer
Spellcraft,"",Zauberkunde
Total,"",Gesamt
Today,"",Heute
FAVOURED TERRAIN BONUS,"",BEVORZUGTES GELÄNDE BONUS
Bluff,""," Disguise"
Shield AC,"",Schild RK
KNOWLEDGE,KNOWLEDGE |BONUS,WISSENS-
BONUS,KNOWLEDGE |BONUS,BONUS
Endurance,"",Ausdauer
MASS SUGGESTION,"",MASSENEINFLÜSTERUNG
Wounds,"",Verletzungen
LANGUAGES,"",SPRACHEN
Base,"",Basis
DIRGE OF DOOM,"",KLAGELIED
FRIGHTENING TUNE,"",LIED DER FURCHT
+ 4 to all saving throws|+ 4 to AC,"",+4 auf Rettungswürfe|+4 RK (Ausweichbonus)
Intimidate,"",Einschüchtern
Cause enemies within 30ft to become shaken,"",Erschüttert Gegner in 9m Reichweite
Enemies are frightened and flee your performance,"",Gegner werden in Angst versetzt und fliehen
HIT POINTS,"",TREFFERPUNKTE
Armour AC,"",Rüstung RK
HEALTH,"",GESUNDHEIT
INSPIRE COURAGE,"",LIED DES MUTES
XP,"",EP
Stable,"",Stabil
BARDIC KNOWLEDGE,"",BARDENWISSEN
Non-lethal,"",Nichttödlich
Disable Device,"",Mechanismus ausschalten
Sleight of Hand,"",Fingerfertigkeit
SUGGESTION,"",EINFLÜSTERUNG
Dying,"",Sterbend
INITIATIVE,"",INITIATIVE
Base|Attack,"",Grund-|angriff
DAMAGE,DAMAGE|BONUS,SCHADEN
BONUS,DAMAGE|BONUS,BONUS
Bonus Spells,Bonus Spells|CHA,Bonuszauber
CHA,Bonus Spells|CHA,CH
Ring,"",Ring
Unconscious,"",Bewusstlos
Silver,"",Silber
Total Weight,"",Gesamtgewicht
Bonus to attack and damage rolls,"",Bonus auf Angriffs- und Waffenschadenswürfe
WELL-VERSED,"",BEWANDERT
Sickened,"",Kränkelnd
EQUIPMENT,"",AUSRÜSTUNG
COMBAT MANOEUVRES,"",KAMPFMANÖVER
Power|Attack,"",Heftiger|Angriff 
Suggest actions to one already fascinated creature,"",Einem bereits faszinierten Gegner ene Handlung vorschlagen
TRAPS,"",FALLEN
SMITE EVIL,"",BÖSES NIEDERSTRECKEN
Bonus against charm and compulsion effects,"",Bonus auf RW gegen Bezaubern und Furcht
Bards can use all knowledge skills untrained,"",Barden können jede Wissensfertigkeit ungeübt benutzen
Fly,"",Fliegen
Immune to all poisons,"",Immun gegen alle Gifte
Immune to all diseases,"",Immun gegen alle Krankheiten
SPECIAL MOUNT,"",REITTIER
Take 20 Today,"",Heute genutzt
Fly Speed,"",Fliegend
days,"",Tage
Level|Adjustment,"",Stufen-|anpassung
Untrained,"",Ungeübt
Suggest actions to already fascinated creatures,"",Bereits faszinierten Gegnern ene Handlung vorschlagen
Temp|Bonus,"",Temp.|Bonus
Hit Die,"",Trefferwürfel
LAY ON HANDS,"",HANDAUFLEGEN
Skill|Bonus,"",Fertigkeits-|bonus
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),"",Attributsmodifikator = (Attributswert - 10) ÷ 2    (abrunden)
Channel Negative Energy,"",Negative Energie
CLASSES,"",KLASSEN
BONDED WEAPON,"",WAFFE
Temp Damage|Bonus,"",Temp. Schadens-|bonus
Good Cleric,"",Guter Kleriker
TRAP SENSE,TRAP SENSE|REFLEX BONUS,FALLENGESPÜR
REFLEX BONUS,TRAP SENSE|REFLEX BONUS,REFLEX BONUS
Temp Attack|Bonus,"",Temp. Angriffs-|bonus
ATTACK,ATTACK|BONUS,ANGRIFF
BONUS,ATTACK|BONUS,BONUS
Trap|Sense,"",Fallen-|gespür
Locate Traps,"",Fallen finden
Evil Cleric,"",Böser Kleriker
Spell Level,"",Zaubergrad
Swim Speed,"",Schwimmend
Summoned|Today,"",Heute|beschworen
INVENTORY,"",INVENTAR
Hands,"",Hände
Enhancements,"",EIgenschaften
LORE MASTER,"",GELEHRTER
pp,"",PM
MERCIES,"",GNADEN
Skill Ranks,"",Fertigkeitsränge
DEFLECTION,DEFLECTION|BONUS,ABLENKUNG
BONUS,DEFLECTION|BONUS,BONUS
COMBAT MANOEUVRE,COMBAT MANOEUVRE|DEFENCE,KAMPFMANÖVER-
DEFENCE,COMBAT MANOEUVRE|DEFENCE,VERTEIDIGUNG
(DRUID),"",(DRUIDE)
Temp|Modifier,"",Temporärer|Modifikator
Wind Instruments,"",Blasinstrumente
Oratory,"",Redekunst
Gold,"",Gold
3d8,"",3W8
Dance,"",Tanzen
4d8,"",4W8
Copper,"",Kupfer
cp,"",KM
Percussion,"",Schlaginstrumente
Notes,"",Notizen
Effective|Character|Level,"",Effektive|Charakter-|stufe
Serious Wounds,"",Schwere Wunden
VERSATILE PERFORMANCE,"",VIELSEITIGER AUFTRITT
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,"",Positive Energie fokussiern verbraucht zählt als|zwei mal Handauflegen
CHANNEL ENERGY,"",ENERGIE FOKUSSIEREN
Keyboard|Instruments,"",Tasten-|Instrumente
gp,"",GM
Shoulders,"",Schultern
Act,"",Schauspielkunst
CHARACTER,"",CHARAKTER
Sing,"",Gesang
Player,"",Spieler
Use Magical Device,"",Magischen Gegenstand benutzen
COMBAT ABILITIES,"",KAMPFFÄHIGKEITEN
Unlimited uses|per day,"",Beliebig oft|einsetzbar
HEALING,HEALING|HIT POINTS,HEILT
HIT POINTS,HEALING|HIT POINTS,TREFFERPUNKTE
sp,"",SM
Foes|Today,"",Gegner|Heute
Light Wounds,"",Leichte Wunden
Mass Spell Level,"",Massen-Zaubergrad
Comedy,"",Komik
Apply this bonus to all knowledge skills,"",Diesen Bonus auf alle Wissensfertigkeiten anwenden
Stealth,"",Heimlichkeit
Moderate Wounds,"",Mittelschw. Wunden
Training,"",Übung
String,"",Saiteninstrumente
TAKE 20,TAKE 20 PER DAY,20 NEHMEN
PER DAY,TAKE 20 PER DAY,PRO TAG
FOES,FOES|PER DAY,GEGNER
PER DAY,FOES|PER DAY,PRO TAG
Critical Wounds,"",Kritische Wunden
DIVINE BOND,"",GÖTTLICHER BUND
TAKE 10,"",10 NEHMEN
COMBAT MANOEUVRE,COMBAT MANOEUVRE|BONUS,KAMPFMANÖVER-
BONUS,COMBAT MANOEUVRE|BONUS,BONUS
Linguistics,"",Sprachenkunde
Heal / Harm,"",Heilen / Leid
Climb Speed,"",Kletternd
BASE|ATTACK,BASE|ATTACK BONUS,GRUND-|ANGRIFF
BONUS,BASE|ATTACK BONUS,BONUS
ARMOUR,"",RÜSTUNG
Platinum,"",Platin
Speed with Armour,"",Mit Rüstung
Disable|Device,"",Mechanism.|ausschalten
RANGED|ATTACK,"",NAHKAMPF|ANGRIFF
Eyes,"",Augen
Feet,"",Füße
FEATS & SPECIAL ABILITIES,"",TALENTE & BESONDERE FÄHIGKEITEN
MELEE|ATTACK,"",FERNKAMPF|ANGRIFF
Armour|Check|Penalty,"",Rüstungs-|malus|
Other:,"",Sonstige:
Disable Traps,"",Fallen entschärfen
EVIL DAMAGE,EVIL DAMAGE|BONUS,HÖHERER SCHADEN
BONUS,EVIL DAMAGE|BONUS,BONUS
FAMILIAR,"",VERTRAUTER
SHIELD,"",SCHILD
Medium Load,"",Mittlere Last
CURE / INFLICT,"",HEILEN / VERURSACHEN
Cure Wounds,"",Wunden heilen
Max AC DEX,"",Max. GE-Bonus 
Inflict Wounds,"",Wunden verursachen
Improved|Evasion,"",Verbessertes|Entrinnen
PORTRAIT,"",PORTRAIT
MONEY,"",VERMÖGEN
CHANNEL,CHANNEL|PER DAY,FOKUSSIEREN
PER DAY,CHANNEL|PER DAY,PRO TAG
Max Speed,"",Max. Geschw.
Heavy Load,"",Schwere Last
Carried Items,"",Getragene Gegenstände
Light Load,"",Leichte Last
Worn Items,"",Am Körper
COMBAT,"",KAMPF
Neck / Throat,"",Hals
rks,"",Ränge
Arms / Wrists,"",Arme
Radius centred|on the Cleric,"",Radius um|den Kleriker
Ability Modifier = (Total Ability Score - 10) ÷ 2,"",Attributsmodifikator = (Attributswert - 10) ÷ 2
Trained,"",Geübt
Knowledge - INT|Profession - WIS,"",Wissen - IN|Beruf - WE
Other skills:|Craft - INT|Perform - CHA,"",Andere Fertigkeiten:|Handwerks - IN|Auftreten – CH
CON,+ CON| per level,KO
per level,+ CON| per level,pro Stufe
ROGUE,"",SCHURKE
FLAT-FOOTED,FLAT-FOOTED|CMD,AUF DEM FALSCHEN FUSS
CMD,FLAT-FOOTED|CMD,KMV
Greater ),"",Mächtig )
Temp CMD,"",Temp. KMV
Knowledge: Arcana,"",Wissen: Arkanes
Knowledge: Dungeoneering,"",Wissen: Gewölbekunde
INT,+ INT| per level,IN
per level,+ INT| per level,pro Stufe
Knowledge: Religion,"",Wissen: Religion
Knowledge: The Planes,"",Wissen: Die Ebenen
Class|Skills,Class|Skills|+3,Klassen-|fertigkeiten
Height,"",Größe
Age,"",Alter
Temp CMB,"",Temp. KMB
Knowledge: Nature,"",Wissen: Natur
ft,30 ft,m
DEFENCE,"",VERTEIDIGUNG
Headband,"",Stirn
SAVING THROWS,"",RETTUNGSWÜRFE
Valuables,"",Wertgegenstände
Favoured class,"",Bevorzugte Klasse 
Belts,"",Gürtel
Temp Attack,"",Temp. Angriff
Chest,"",Oberkörper
Temp Damage,"",Temp. Schaden
Temp|Score,"",Temporärer|Wert
if larger/|smaller,"",wenn größer/|kleiner
DOMAINS,"",DOMÄNEN
CHANNEL,CHANNEL|RANGE,FOKUSSIEREN
RANGE,CHANNEL|RANGE,REICHWEITE
MOUNT,"",REITTIER
Hat / Mask,"",Kopf
CLERIC,"",KLERIKER
+ Size|  diff x4,"",+ Größen-|  unterschied x4
Clothes / Body,"",Körper
Debts,"",SCHULDEN
METAMAGIC,"",METAMAGIE
BARD,"",BARDE
Other items,"",Andere Gegenstände
Base Save,"",Basis
CONTAINER,"",BEHÄLTER
BASIC SPEED,"",BEWEGUNGSRATE
Fighter|Level,"",Kämpfer-|stufe
VALUABLE ITEMS,"",WERTGEGENSTÄNDE
Armour|& Shield,"",Rüstung|& Schild
Weapon type,"",Waffengruppe
PALADIN,"",PALADIN
50 coins weighs 1lb,"",50 Münzen wiegen 1 Pfd.
coins,"",Münzen
dice,"",Würfel
Creature Name,"",Kreaturenname
Creature|Level,"",Kreaturen-|stufe
MELEE ATTACK,MELEE ATTACK|BONUS,NAHKAMPFANGRIFF
BONUS,MELEE ATTACK|BONUS,BONUS
Subtype,"",Unterart
QUEST ITEMS,"",ABENTEUER GEGENSTÄNDE
to confirm criticals,"",um Kritische Treffer zu bestätigen
Two-handed weapon,"",Zweihandwaffe
Special properties,"",Besondere Eigenschaften
M’wk,"",MA
2 Bonus hit dice|+ 2d10 (including CON),"",2 Bonus Trefferwürfel|+ 2W10 (+ KO Modifikatoren)
Basic|Damage,"",Grund-|Schaden
Penetrating Strike  (,"",Durchschlagender Hieb   (
Base Weapon,"",Waffe
Item,"",Gegenstand
WEAPON TRAINING,"",WAFFENTRAINING
SUMMONED CREATURE,"",BESCHWORENE KREATUR
Attained,"",erworben
Cash,"",BARGELD
Carried by / given to,"",Getragen von / gegeben an
Weapon Focus  (,"",Waffenfokus  (
Weapon Specialisation  (,"",Waffenspezialisierung   (
ATTACK,ATTACK ACTIONS,ANGRIFF
ACTIONS,ATTACK ACTIONS,Aktionen
Weapon|Training,"",Waffen-|training
Improved Critical or Keen weapon,"",Verbesserter Kritischer Treffer oder scharfe Waffe
PARTY FUNDS,"",GRUPPENVERMÖGEN
PARTY INVENTORY,"",GRUPPENINVENTAR
"Racial,|Feats","",Volks-|merkmal
RANGED ATTACK,RANGED ATTACK|BONUS,FERNKAMPFANGRIFF
BONUS,RANGED ATTACK|BONUS,BONUS
per successive hit,"",pro fortlaufendem Treffer
MAX ARMOUR|DEX,MAX ARMOUR|DEX BONUS,MAX. GE
BONUS,MAX ARMOUR|DEX BONUS,BONUS
MELEE,"",NAHKAMPF
Masterwork,Masterwork     Doesn’t stack with magic bonus,Meisterarbeit
Doesn’t stack with magic bonus,Masterwork     Doesn’t stack with magic bonus,Nicht kumulativ mit magischen Boni
Morale Bonus,Morale Bonus    Inspire Courage and similar,Moral Bonus
Inspire Courage and similar,Morale Bonus    Inspire Courage and similar,Lied des Mutes und ähnliches
Multiplier,"",Multiplikator
Off-hand weapon,Off-hand weapon    (2 less for a light weapon),Zweithandwaffe
less for a light weapon),Off-hand weapon    (2 less for a light weapon),weniger bei leichter Waffe)
When flanking,Outflank    When flanking,beim in die Zange nehmen
PAYMENTS,"",ZAHLUNGEN
Ally’s attack allows you to take,Pack Attack    Ally’s attack allows you to take 5ft step,Angriff eines Verbündeten erlaubt dir einen
step,Pack Attack    Ally’s attack allows you to take 5ft step,Schritt
When adjacent,Paired Opportunists    When adjacent,wenn nebeneinander
Penetrating Strike,Penetrating Strike    Ignore damage reduction up to 5/—,Durchschlag. Hieb
Ignore damage reduction up to,Penetrating Strike    Ignore damage reduction up to 5/—,Ignoriere Schadensreduktion bis
Power Attack,"",Heftiger Angriff
When flanking,Precise Strike    When flanking,beim in die Zange nehmen
REGULAR PAYMENTS,"",REGELMÄSSIGE ZAHLUNGEN
SINGLE,SINGLE ATTACK,EINZELNER
ATTACK,SINGLE ATTACK,ANGRIFF
SUBTOTAL,SUBTOTAL BUFFS & TEAMWORK,ZWISCHENSUMME
AoO when ally confirms critical hit,Seize the Moment    AoO when ally confirms critical hit,Gelegenheitsangriff wenn Verbündeter kritisch trifft
to all saving throws per adjacent ally,Shake It Off    +1 to all saving throws per adjacent ally,auf alle RW probenachbartem Verbündetem
to,Shield Wall    +1 / +2 to AC when both using shields,auf die
AC,Shield Wall    +1 / +2 to AC when both using shields,RK
when both using shields,Shield Wall    +1 / +2 to AC when both using shields,wenn beide Schilde nutzen
to concentration checks,Shielded Caster    +4 to concentration checks,auf Konzentrationswürfe
Sickening Critical,"",Kränkelnd
Apply a critical effect to the,Sneaking Precision    Apply a critical effect to the,Kritischer Effekt auf dem zweiten
Staggering Critical,"",Wankend
Stunning Critical,"",Betäubt
Sundry,"",Verschiedenes
Switch places with an ally,Swap Places    Switch places with an ally,Tauscht Platz mit Verbündetem
FEATS,TEAMWORK|FEATS,TALENTE
TOTAL FUNDS,"",GESAMTVERMÖGEN
Extra attack when ally hits with ranged,Target of Opportunity    Extra attack when ally hits with ranged,Extra Angriff wenn Verbündeter mit Fernkampf trifft
Threat range,"",Bedrohungsbereich
Tiring Critical,"",Erschöpft
Two-weapon fighting,Two-weapon fighting    Reduces penalty to:,Kampf mit zwei Waffen
Reduces penalty to:,Two-weapon fighting    Reduces penalty to:,Reduziert Mali auf:
Unconcious,"",VERTEIDIGUNG
Vital Strike,Vital Strike    Extra damage dice,Konzentrierter Schlag
Extra damage dice,Vital Strike    Extra damage dice,Extra Schadenswürfel
WEAPON,WEAPON BONUSES,WAFFEN
BONUSES,WEAPON BONUSES,BONI
WILL SAVE,WILL SAVE|BONUS,WILLEN
BONUS,WILL SAVE|BONUS,BONUS
Weapon Finesse,Weapon Finesse  Use DEX for melee attack,Waffenfinesse
Use,Weapon Finesse  Use DEX for melee attack,Nutze
DEX,Weapon Finesse  Use DEX for melee attack,GE
for melee attack,Weapon Finesse  Use DEX for melee attack,für Nahkampfangriffe
Weapon Focus:,"",Waffenfokus:
Weapon Mastery,"",WAFFENMEISTERSCHAFT
Weapon Mastery,Weapon Mastery    Increased critical range and always confirm critical hits,Waffenmeisterschaft
Increased critical range and always confirm critical hits,Weapon Mastery    Increased critical range and always confirm critical hits,Kritische Bedrohungen immer bestätigt
Weapon Specialisation:,"",Waffenspezialisierung
against larger foes,"",Gegen größere Gegner
die,"",Würfel
per,"",pro
second sneak attack in a round,"",Hinterhältigen Angriff pro Runde
to attacks of opportunity,"",auf Gelegenheitsangriffe
(require,"",(benötigt
+ 1d6,"",+ 1W6
+ 4 to all saving throws|+ 4 dodge bonus to,+ 4 to all saving throws|+ 4 dodge bonus to AC,+ 4 auf alle Rettungswürfe|+ 4 Ausweichbonus auf die
AC,+ 4 to all saving throws|+ 4 dodge bonus to AC,RK
+1 hp or skill rank per level,"",+1 TP oder Fertigkeitsrang pro Stufe
A successful strike with smite evil|bypasses damage reduction.,"",Ein erfolgreicher Angriff mit Böses niederstrecken|umgeht jedwede Schadensreduzierung
ARMOUR CHECK|PENALTY,ARMOUR CHECK|PENALTY REDUCTION,RÜSTUNGS-|MALUS
REDUCTION,ARMOUR CHECK|PENALTY REDUCTION,REDUZIERUNG
ARMOUR TRAINING,"",RÜSTUNGSTRAINING
ATTACK FEATS,"",ANGRIFFSTALENTE
to overcome spell resistance,Allied Spellcaster    +2 to overcome spell resistance,um Zauberresistenz zu überwinden
Assets,"",Vermögen
BRAVERY,"",TAPFERKEIT
to,Back to Back    +2 to AC against flanking,auf
AC,Back to Back    +2 to AC against flanking,RK
against flanking,Back to Back    +2 to AC against flanking,gegen in die Zange nehmen
Base|Attack|Bonus,"",Grund-|angriffs-|bonus
Bleeding Critical,"",Blutend
Blinding Critical,"",Blind
Burrow Speed,"",Grabend
CRIT,"",KRIT.
CRITICAL,CRITICAL EFFECTS,KRIT. TREFFER
EFFECTS,CRITICAL EFFECTS,EFFEKTE
Charge,Charge  -2 to AC for the rest of the round,Sturmangriff
to,Charge  -2 to AC for the rest of the round,auf
AC,Charge  -2 to AC for the rest of the round,RK
for the rest of the round,Charge  -2 to AC for the rest of the round,bis zur nächsten Runde
Cleave,Cleave    Extra attack if you hit,Doppelschlag
Extra attack if you hit,Cleave    Extra attack if you hit,Weiterer Angriff nach Treffer
Extra attack if enemy is knocked out,Cleaving Finish    Extra attack if enemy is knocked out,extra Angriff wenn Gegner Bewusstsein verliert
Charge the same foe as an ally,Coordinated Charge    Charge the same foe as an ally,Auf den selben Gegner stürmen wie ein Verbündeter
to,Coordinated Defence    +2 to CMD,auf die
CMD,Coordinated Defence    +2 to CMD,KMV
to,Coordinated Manoeuvres    +2 to CMB,auf den
