"Frame number","Original","Translation","Count","Part of","Files","File count"
"76","CON","","164","","Alchemist, Eidolon - Combat, Eidolon, Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Animal Companion, Character Info, Combat, Barbarian - Character Info, Barbarian - Combat, Barbarian, Wild Shape, Monk - Combat, Ranger - Character Info, Ranger - Combat, Feats, Lycanthrope, NPC, Psionics - Character Info","34"
"77","Constitution|Bonus","","2","","Alchemist","1"
"78","Charisma|Penalty","","2","","Alchemist","1"
"79","WIS","","282","","Alchemist, Inquisitor, Eidolon - Combat, Eidolon, Blight Druid (Domain), Blight Druid (Familiar), Battle Scout, Beast Master, Deep Walker, Falconer, Guide, Horse Lord, Infiltrator, Shapeshifter, Skirmisher, Spirit Ranger, Trapper, Trophy Hunter, Urban Ranger, Warden, Wild Stalker, Animal Companion, Character Info, Cleric, Combat, Monk, Barbarian - Character Info, Barbarian - Combat, Druid (Animal Companion), Druid (Domain), Monk - Combat, Ranger - Archery, Ranger - Character Info, Ranger - Combat, Ranger - Two-weapon fighting, Ranger, Feats, Lycanthrope, NPC, Psionics - Character Info, Psychic Warrior, Artificer, Priest, Witch Hunter, Gunslinger","45"
"80","DEX","","354","","Alchemist, Eidolon - Combat, Eidolon, Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Animal Companion, Character Info, Combat, Fighter, Barbarian - Character Info, Barbarian - Combat, Barbarian, Wild Shape, Monk - Combat, Ranger - Character Info, Ranger - Combat, Feats, Lycanthrope, NPC, Psionics - Character Info, Soulknife, Gunslinger","37"
"81","Dexterity|Bonus","","2","","Alchemist","1"
"82","Wisdom|Penalty","","2","","Alchemist","1"
"84","Strength|Bonus","","2","","Alchemist","1"
"85","Intelligence|Penalty","","2","","Alchemist","1"
"86","AC","","184","","Alchemist, Eidolon - Combat, Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Wild Rager, Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Vengeance, Oathbound Paladin, Wild Stalker, Animal Companion, Combat, Inventory 2, Inventory, Monk, Paladin, Barbarian - Combat, Barbarian, Wild Shape, Monk - Combat, Ranger - Combat, Lycanthrope, NPC, Psionics - Inventory, Wilder, Witch Hunter, Gunslinger, Ronin","46"
"87","STR","","258","","Alchemist, Eidolon - Combat, Eidolon, Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Wild Stalker, Animal Companion, Character Info, Combat, Fighter, Monk, Barbarian - Character Info, Barbarian - Combat, Barbarian, Wild Shape, Monk - Combat, Ranger - Character Info, Ranger - Combat, Feats, Lycanthrope, NPC, Psionics - Character Info, Soulknife","37"
"88","DISCOVERIES","","2","","Alchemist","1"
"92","mins","","4","","Alchemist, Battle Scout","2"
"93","10 mins","","2","","Alchemist","1"
"94","ALCHEMIST","","2","","Alchemist","1"
"95","MUNDANE POTIONS","","2","","Alchemist","1"
"96","POISON RESISTANCE","","2","","Alchemist","1"
"97","ALCHEMY","","2","","Alchemist","1"
"98","BOMBS","","2","","Alchemist","1"
"99","MUTAGENS","","2","","Alchemist","1"
"100","EXTRACTS","","2","","Alchemist","1"
"101","INT - 12","","8","","Alchemist, Witch, Wizard, Magus","4"
"102","INT - 8","","8","","Alchemist, Witch, Wizard, Magus","4"
"103","INT - 4","","8","","Alchemist, Witch, Wizard, Magus","4"
"105","Base|Extracts","","2","","Alchemist","1"
"106","Extracts|per day","","2","","Alchemist","1"
"109","Extract|Save DC","","2","","Alchemist","1"
"110","Extract Save DC = 10 + INT + Extract Level","","2","","Alchemist","1"
"111","PREPARED SPELLS","","152","","Alchemist, Cavalier, Inquisitor, Witch, Summoner, Animal Speaker, Arcane Duelist, Archaologist, Archivist, Celebrity, Court Bard, Daredevil, Demagogue, Dervish Dancer, Detective, Dirge Bard, Geisha, Magician, Sandman, Savage Skald, Sea Singer, Songhealer, Sound Striker, Street Performer, Blight Druid (Domain), Blight Druid (Familiar), Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Loyalty, Oath of Vengeance, Oathbound Paladin, Battle Scout, Beast Master, Deep Walker, Falconer, Guide, Horse Lord, Infiltrator, Shapeshifter, Spirit Ranger, Trophy Hunter, Urban Ranger, Warden, Wild Stalker, Crossblooded Sorcerer, Bard, Cleric, Paladin, Sorcerer, Wizard, Druid (Animal Companion), Druid (Domain), Ranger - Archery, Ranger - Two-weapon fighting, Ranger, Psychic Warrior, Artificer, Priest, Ronin, Samurai, Magus","67"
"115","Bonus to saves against charm|and compulsion effects.","","2","","Cavalier","1"
"118","Saving|Throw|Bonus","","6","","Cavalier, Ronin, Samurai","3"
"122","Attack|Bonus","","10","","Cavalier, Ronin, Samurai, Magus","4"
"123","Challenged target suffers -2 penalty to AC against|any target other than you.","","6","","Cavalier, Ronin, Samurai","3"
"124","Take -2 penalty to AC against any enemy except challenged target","","6","","Cavalier, Ronin, Samurai","3"
"138","(damage is triple only if using a lance)","","6","","Cavalier, Ronin, Samurai","3"
"139","On critical hit, target is stunned (or staggered if they pass a Will save) for 1d4 rds.","","6","","Cavalier, Ronin, Samurai","3"
"140","Supreme Charge","","6","","Cavalier, Ronin, Samurai","3"
"142","Free bull rush, disarm, sunder or trip on successful charge; no Attack of Opportunity.","","6","","Cavalier, Ronin, Samurai","3"
"143","Mighty Charge","","6","","Cavalier, Ronin, Samurai","3"
"151","No Armour Check penalty when charging.","","6","","Cavalier, Ronin, Samurai","3"
"152","Cavalier’s Charge","","6","","Cavalier, Ronin, Samurai","3"
"153","Damage","","128","","Cavalier, Eidolon - Combat, Animal Companion, Combat, Barbarian - Combat, Wild Shape, Monk - Combat, Ranger - Combat, Lycanthrope, NPC, Soulknife, Gunslinger, Ronin, Samurai, Magus","15"
"154","Critical Range","","6","","Cavalier, Ronin, Samurai","3"
"155","Attack Bonus","","128","","Cavalier, Eidolon - Combat, Animal Companion, Combat, Barbarian - Combat, Wild Shape, Monk - Combat, Ranger - Combat, Lycanthrope, NPC, Soulknife, Gunslinger, Ronin, Samurai, Magus","15"
"157","Critical","","122","","Cavalier, Eidolon - Combat, Animal Companion, Combat, Barbarian - Combat, Wild Shape, Monk - Combat, Ranger - Combat, Lycanthrope, NPC, Soulknife, Gunslinger, Ronin, Samurai, Magus","15"
"159","Feat Sharing|Today","","6","","Cavalier, Ronin, Samurai","3"
"161","Challenges|Today","","6","","Cavalier, Ronin, Samurai","3"
"162","Rounds Shared|This Encounter","","6","","Cavalier, Ronin, Samurai","3"
"165","Cavalier|Level","","26","","Cavalier, Ronin, Samurai","3"
"173","When training an animal to serve as a mount","","6","","Cavalier, Ronin, Samurai","3"
"174","Handle Animal|Bonus","","6","","Cavalier, Ronin, Samurai","3"
"175","Training","","20","","Cavalier, Eidolon - Combat, Combat, Barbarian - Combat, Monk - Combat, Ranger - Combat, Ronin, Samurai","8"
"176","EXPERT|TRAINER","","6","","Cavalier, Ronin, Samurai","3"
"177","sq","","286","","Cavalier, Eidolon - Combat, Armoured Hulk, Hurler, Mounted Fury, Titan Mauler, Dervish Dancer, Animal Companion, Combat, Inventory 2, Inventory, Barbarian - Combat, Wild Shape, Monk - Combat, Ranger - Combat, Lycanthrope, Spell Book - Extra, NPC, Psionics - Inventory, Soulknife, Shaman, Witch Hunter, Gunslinger, Ronin, Samurai","25"
"179","Mounted Speed","","6","","Cavalier, Ronin, Samurai","3"
"182","MELEE DAMAGE|BONUS","","3","","Cavalier, Ronin, Samurai","3"
"182","MELEE DAMAGE","","3","MELEE DAMAGE|BONUS","Cavalier, Ronin, Samurai","3"
"182","BONUS","","3","MELEE DAMAGE|BONUS","Cavalier, Ronin, Samurai","3"
"186","CHALLENGES|PER DAY","","3","","Cavalier, Ronin, Samurai","3"
"186","CHALLENGES","","3","CHALLENGES|PER DAY","Cavalier, Ronin, Samurai","3"
"186","PER DAY","","3","CHALLENGES|PER DAY","Cavalier, Ronin, Samurai","3"
"194","FEAT SHARING|DURATION","","3","","Cavalier, Ronin, Samurai","3"
"194","FEAT SHARING","","3","FEAT SHARING|DURATION","Cavalier, Ronin, Samurai","3"
"194","DURATION","","3","FEAT SHARING|DURATION","Cavalier, Ronin, Samurai","3"
"206","FEAT SHARING|PER DAY","","3","","Cavalier, Ronin, Samurai","3"
"206","FEAT SHARING","","3","FEAT SHARING|PER DAY","Cavalier, Ronin, Samurai","3"
"206","PER DAY","","3","FEAT SHARING|PER DAY","Cavalier, Ronin, Samurai","3"
"209","rds","","188","","Cavalier, Inquisitor, Armoured Hulk, Breaker, Brutal Pugilist, Drunken Brute, Elemental Kin, Hurler, Invulnerable Rager, Mounted Fury, Savage Barbarian, Scarred Rager, Sea Reaver, Superstitious Barbarian, Titan Mauler, True Primitive, Urban Barbarian, Wild Rager, Animal Speaker, Arcane Duelist, Archaologist, Archivist, Celebrity, Court Bard, Daredevil, Demagogue, Dervish Dancer, Detective, Dirge Bard, Geisha, Magician, Sandman, Savage Skald, Sea Singer, Songhealer, Sound Striker, Street Performer, Battle Scout, Deep Walker, Infiltrator, Shapeshifter, Skirmisher, Trapper, Urban Ranger, Wild Stalker, Bard, Monk, Barbarian, Ranger - Archery, Ranger - Two-weapon fighting, Ranger, Soulknife, Wilder, Ronin, Samurai","55"
"210","TEAMWORK FEATS","","10","","Cavalier, Inquisitor, Fighter, Ronin, Samurai","5"
"211","TACTICIAN","","6","","Cavalier, Ronin, Samurai","3"
"212","Name","","74","","Cavalier, Witch, Eidolon, Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Chastity, Oath of Loyalty, Oath of Vengeance, Oathbound Paladin, Deep Walker, Falconer, Horse Lord, Infiltrator, Shapeshifter, Skirmisher, Trapper, Urban Ranger, Character Info, Paladin, Barbarian - Character Info, Ranger - Archery, Ranger - Character Info, Ranger - Two-weapon fighting, Ranger, Character Background, Party, Psionics - Character Info, Psychic Warrior, Wilder, Ronin, Samurai","35"
"213","Charge attack","","6","","Cavalier, Ronin, Samurai","3"
"214","Creature type","","30","","Cavalier, Witch, Beast Master, Deep Walker, Horse Lord, Infiltrator, Shapeshifter, Skirmisher, Trapper, Urban Ranger, Ranger - Archery, Ranger - Two-weapon fighting, Ranger, Ronin, Samurai","15"
"215","ABILITIES","","26","","Cavalier, Eidolon, Animal Companion, Character Info, Barbarian - Character Info, Wild Shape, Ranger - Character Info, Lycanthrope, NPC, Psionics - Character Info, Samurai","11"
"216","CAVALIER ORDER — SKILLS","","6","","Cavalier, Ronin, Samurai","3"
"217","CAVALIER ORDER — CHALLENGE ABILITY","","2","","Cavalier","1"
"218","CHARGE","","6","","Cavalier, Ronin, Samurai","3"
"219","EDICTS","","4","","Cavalier, Samurai","2"
"220","ORDER","","4","","Cavalier, Samurai","2"
"221","MOUNT","","10","","Cavalier, Mounted Fury, Animal Companion, Ronin, Samurai","5"
"223","BANNER","","6","","Cavalier, Ronin, Samurai","3"
"224","CHALLENGE","","6","","Cavalier, Ronin, Samurai","3"
"225","SKILLS","","34","","Cavalier, Inquisitor, Eidolon, Animal Companion, Character Info, Barbarian - Character Info, Ranger - Character Info, NPC Group, NPC, Party, Psionics - Character Info, Shaman, Witch Hunter, Ronin, Samurai","15"
"227","CAVALIER","","2","","Cavalier","1"
"228","+ 2 + 4d6","","2","","Inquisitor","1"
"230","+ 2 + 2d6","","2","","Inquisitor","1"
"233","Inquisitor|Level","","16","","Inquisitor","1"
"241","3-LEVEL|BONUS","","2","","Inquisitor","1"
"242","5-LEVEL|BONUS","","2","","Inquisitor","1"
"254","InvokeTrue Judgement before one attack|If the attack is successful, the target|  must pass a Fortitude save or die|Whether successful or not, that target is|  then immune to True Judgement for 24 hours","","2","","Inquisitor","1"
"255","TRUE JUDGEMENT","","2","","Inquisitor","1"
"258","Select one judgement at start of combat|to apply its bonus at 5 levels higher","","2","","Inquisitor","1"
"259","SLAYER","","2","","Inquisitor","1"
"264","Invoke three judgements at once","","2","","Inquisitor","1"
"265","Invoke two judgements at once","","2","","Inquisitor","1"
"268","Invoke one Judgement on your|foes and recieve a bonus|as long as you are in combat.","","2","","Inquisitor","1"
"269","Judgements|Today","","2","","Inquisitor","1"
"274","Intimidate","","22","","Inquisitor, Eidolon, Character Info, Barbarian - Character Info, Ranger - Character Info, NPC Group, NPC, Party, Psionics - Character Info","9"
"275","Track","","54","","Inquisitor, Eidolon, Battle Scout, Beast Master, Deep Walker, Falconer, Guide, Horse Lord, Infiltrator, Shapeshifter, Skirmisher, Spirit Ranger, Trapper, Trophy Hunter, Urban Ranger, Warden, Wild Stalker, Animal Companion, Character Info, Barbarian - Character Info, Ranger - Archery, Ranger - Character Info, Ranger - Two-weapon fighting, Ranger, Psionics - Character Info","25"
"276","Sense Motive","","24","","Inquisitor, Eidolon, Animal Companion, Character Info, Barbarian - Character Info, Ranger - Character Info, NPC Group, NPC, Party, Psionics - Character Info","10"
"280","Initiative","","4","","Inquisitor, Wild Shape","2"
"284","When identifying the abilities and weaknesses of creatures.","","2","","Inquisitor","1"
"285","Knowledge","","2","","Inquisitor","1"
"286","CUNNING INITIATIVE","","2","","Inquisitor","1"
"287","STERN GAZE","","2","","Inquisitor","1"
"288","MONSTER LORE","","2","","Inquisitor","1"
"290","JUDGEMENT","","2","","Inquisitor","1"
"291","EVIL","","72","","Inquisitor, Eidolon, Blight Druid (Domain), Blight Druid (Familiar), Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Loyalty, Oath of Vengeance, Oathbound Paladin, Animal Companion, Character Info, Cleric, Paladin, Barbarian - Character Info, Druid (Animal Companion), Druid (Domain), Ranger - Character Info, Character Background, NPC Group, NPC, Party, Psionics - Character Info, Priest","29"
"292","GOOD","","72","","Inquisitor, Eidolon, Blight Druid (Domain), Blight Druid (Familiar), Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Loyalty, Oath of Vengeance, Oathbound Paladin, Animal Companion, Character Info, Cleric, Paladin, Barbarian - Character Info, Druid (Animal Companion), Druid (Domain), Ranger - Character Info, Character Background, NPC Group, NPC, Party, Psionics - Character Info, Priest","29"
"293","CHAOTIC","","72","","Inquisitor, Eidolon, Blight Druid (Domain), Blight Druid (Familiar), Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Loyalty, Oath of Vengeance, Oathbound Paladin, Animal Companion, Character Info, Cleric, Paladin, Barbarian - Character Info, Druid (Animal Companion), Druid (Domain), Ranger - Character Info, Character Background, NPC Group, NPC, Party, Psionics - Character Info, Priest","29"
"294","LAWFUL","","72","","Inquisitor, Eidolon, Blight Druid (Domain), Blight Druid (Familiar), Antipaladin, Oath against Corruption, Oath against Fiends, Oath against Savagery, Oath against the Wyrm, Oath against Undeath, Oath of Charity, Oath of Chastity, Oath of Loyalty, Oath of Vengeance, Oathbound Paladin, Animal Companion, Character Info, Cleric, Paladin, Barbarian - Character Info, Druid (Animal Companion), Druid (Domain), Ranger - Character Info, Character Background, NPC Group, NPC, Party, Psionics - Character Info, Priest","29"
"299","FORTITUDE|SAVE DC","","5","","Inquisitor, Blight Druid (Domain), Blight Druid (Familiar), Monk","4"
"299","FORTITUDE","","3","FORTITUDE|SAVE DC","Inquisitor, Blight Druid (Domain), Blight Druid (Familiar)","3"
"299","SAVE DC","","3","FORTITUDE|SAVE DC","Inquisitor, Blight Druid (Domain), Blight Druid (Familiar)","3"
"310","Your weapon also counts as adamantine|for overcoming damage resistance.","","2","","Inquisitor","1"
"311","Your weapon also counts as aligned,|to an alignment that matches your own.","","2","","Inquisitor","1"
"312","Your weapon counts as magical for|bypassing damage resistance.","","2","","Inquisitor","1"
"313","Smiting","","2","","Inquisitor","1"
"315","Energy resistance bonus","","2","","Inquisitor","1"
"316","Resistance","","2","","Inquisitor","1"
"317","3-Level|Bonus × 2","","2","","Inquisitor","1"
"319","Damage reduction","","2","","Inquisitor","1"
"320","Resilience","","2","","Inquisitor","1"
"321","5-Level|Bonus","","8","","Inquisitor","1"
"323","Saving throw bonus","","2","","Inquisitor","1"
"324","Purity","","2","","Inquisitor","1"
"329","Damage|Bonus","","2","","Inquisitor","1"
"330","Weapon|Enhancement|Bonus","","2","","Inquisitor","1"
"333","BANE|PER DAY","","1","","Inquisitor","1"
"333","BANE","","1","BANE|PER DAY","Inquisitor","1"
"333","PER DAY","","1","BANE|PER DAY","Inquisitor","1"
"334","Bane Rounds|Today","","2","","Inquisitor","1"
"339","DISCERN LIES|PER DAY","","1","","Inquisitor","1"
"339","DISCERN LIES","","1","DISCERN LIES|PER DAY","Inquisitor","1"
"339","PER DAY","","1","DISCERN LIES|PER DAY","Inquisitor","1"
"342","Temporary feat","","2","","Inquisitor","1"
"344","Discern Lies|Today","","2","","Inquisitor","1"
"346","CURRENT|FEATS","","1","","Inquisitor","1"
"346","CURRENT","","1","CURRENT|FEATS","Inquisitor","1"
"346","FEATS","","1","CURRENT|FEATS","Inquisitor","1"
"351","Armour class bonus|From level 10, bonus doubles against critical hits","","2","","Inquisitor","1"
"352","Protection","","2","","Inquisitor","1"
"355","Overcome spell resistance","","2","","Inquisitor","1"
"356","Piercing","","4","","Inquisitor, Soulknife","2"
"357","3-Level|Bonus","","6","","Inquisitor","1"
"359","Attack bonus|From level 10, bonus doubles to confirm critical hits","","2","","Inquisitor","1"
"360","Justice","","2","","Inquisitor","1"
"363","Fast healing per round","","2","","Inquisitor","1"
"364","Healing","","2","","Inquisitor","1"
"367","Damage bonus","","2","","Inquisitor","1"
"368","Destruction","","2","","Inquisitor","1"
"370","JUDGEMENTS|PER DAY","","1","","Inquisitor","1"
"370","JUDGEMENTS","","1","JUDGEMENTS|PER DAY","Inquisitor","1"
"370","PER DAY","","1","JUDGEMENTS|PER DAY","Inquisitor","1"
"371","DOMAIN","","10","","Inquisitor, Blight Druid (Domain), Blight Druid (Familiar), Druid (Animal Companion), Druid (Domain)","5"
"372","Granted Powers","","10","","Inquisitor, Priest","2"
"373","Domain","","12","","Inquisitor, Cleric, Priest","3"
"374","KNOWN SPELLS","","50","","Inquisitor, Oracle, Summoner, Animal Speaker, Arcane Duelist, Archaologist, Archivist, Celebrity, Court Bard, Daredevil, Demagogue, Dervish Dancer, Detective, Dirge Bard, Geisha, Magician, Sandman, Savage Skald, Sea Singer, Songhealer, Sound Striker, Street Performer, Crossblooded Sorcerer, Bard, Sorcerer","25"
"390","Bonus Spells","","64","","Inquisitor, Oracle, Summoner, Animal Speaker, Arcane Duelist, Archaologist, Archivist, Celebrity, Court Bard, Daredevil, Demagogue, Dervish Dancer, Detective, Dirge Bard, Geisha, Magician, Sandman, Savage Skald, Sea Singer, Songhealer, Sound Striker, Street Performer, Blight Druid (Domain), Blight Druid (Familiar), Crossblooded Sorcerer, Bard, Cleric, Sorcerer, Druid (Animal Companion), Druid (Domain), Priest, Magus","32"
"391","WIS - 12","","14","","Inquisitor, Blight Druid (Domain), Blight Druid (Familiar), Cleric, Druid (Animal Companion), Druid (Domain), Priest","7"
"392","WIS - 8","","14","","Inquisitor, Blight Druid (Domain), Blight Druid (Familiar), Cleric, Druid (Animal Companion), Druid (Domain), Priest","7"
"393","WIS - 4","","14","","Inquisitor, Blight Druid (Domain), Blight Druid (Familiar), Cleric, Druid (Animal Companion), Druid (Domain), Priest","7"
