"Frame number","Original","Translation","Count","Part of","File count","Files"
"37","STR","37","54","","11","""Character Info"", ""Combat"", ""Ranger - Character Info"", ""Ranger - Combat"", ""Animal Companion"", ""Fighter"", ""Barbarian - Character Info"", ""Barbarian - Combat"", ""Barbarian"", ""Wild Shape"", ""Monk - Combat"""
"38","Swim","38","5","","4","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"39","WIS","39","60","","15","""Character Info"", ""Combat"", ""Barbarian - Combat"", ""Druid (Animal Companion)"", ""Druid (Domain)"", ""Monk - Combat"", ""Monk"", ""Ranger - Archery"", ""Ranger - Character Info"", ""Ranger - Combat"", ""Ranger - Two-weapon fighting"", ""Ranger"", ""Animal Companion"", ""Cleric"", ""Barbarian - Character Info"""
"40","Knowledge: The Planes","40","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"41","Knowledge: Nature","41","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"42","Knowledge: Religion","42","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"43","Knowledge: Dungeoneering","43","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"44","Knowledge: Arcana","44","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"45","Survival","45","5","","4","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"46","DEX","46","92","","11","""Character Info"", ""Combat"", ""Ranger - Character Info"", ""Ranger - Combat"", ""Animal Companion"", ""Fighter"", ""Barbarian - Character Info"", ""Barbarian - Combat"", ""Barbarian"", ""Wild Shape"", ""Monk - Combat"""
"47","Stealth","47","5","","4","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"50","Spellcraft","50","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"52","Sleight of Hand","52","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"55","Sense Motive","55","5","","4","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"57","if larger/|smaller","57","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"59","Ride","59","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"62","Perception","62","6","","5","""Character Info"", ""Animal Companion"", ""Rogue"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"64","Linguistics","64","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"66","Intimidate","66","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"68","Heal","68","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"70","Handle Animal","70","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"75","Fly","75","5","","4","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"77","Escape Artist","77","5","","4","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"79","Disguise","79","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"81","Disable Device","81","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"83","Diplomacy","83","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"85","Climb","85","5","","4","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"88","Bluff","88","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"90","Appraise","90","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"93","INT","93","4","+ INT| per level","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"93","per level","93","4","+ INT| per level","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"94","CON","94","4","+ CON| per level","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"94","per level","94","4","+ CON| per level","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"95","+1 hp or skill rank per level","95","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"96","Favoured class","96","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"97","Acrobatics","97","5","","4","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"98","Untrained","98","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"99","Hit Die","99","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"100","Level|Adjustment","100","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"101","Skill Ranks","101","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"102","Armour|Check|Penalty","102","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"103","Misc","103","72","","19","""Character Info"", ""Combat"", ""Ranger"", ""Animal Companion"", ""Bard"", ""Cleric"", ""Paladin"", ""Rogue"", ""Barbarian - Character Info"", ""Barbarian - Combat"", ""Barbarian"", ""Druid (Animal Companion)"", ""Druid (Domain)"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Archery"", ""Ranger - Character Info"", ""Ranger - Combat"", ""Ranger - Two-weapon fighting"""
"104","Skill|Bonus","104","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"105","Racial,|Feats","105","2","","1","""Character Info"""
"106","Ranks","106","5","","4","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"107","Knowledge - INT|Profession - WIS","107","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"108","Other skills:|Craft - INT|Perform - CHA","108","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"109","Level","109","51","","13","""Character Info"", ""Bard"", ""Monk - Combat"", ""Monk"", ""Ranger - Archery"", ""Ranger - Character Info"", ""Ranger - Two-weapon fighting"", ""Ranger"", ""Cleric"", ""Fighter"", ""Rogue"", ""Barbarian - Character Info"", ""Druid (Domain)"""
"110","CLASSES","110","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"111","Effective|Character|Level","111","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"112","EVIL","112","10","","8","""Character Info"", ""Animal Companion"", ""Cleric"", ""Paladin"", ""Barbarian - Character Info"", ""Druid (Animal Companion)"", ""Druid (Domain)"", ""Ranger - Character Info"""
"113","GOOD","113","10","","8","""Character Info"", ""Animal Companion"", ""Cleric"", ""Paladin"", ""Barbarian - Character Info"", ""Druid (Animal Companion)"", ""Druid (Domain)"", ""Ranger - Character Info"""
"114","CHAOTIC","114","10","","8","""Character Info"", ""Animal Companion"", ""Cleric"", ""Paladin"", ""Barbarian - Character Info"", ""Druid (Animal Companion)"", ""Druid (Domain)"", ""Ranger - Character Info"""
"115","LAWFUL","115","10","","8","""Character Info"", ""Animal Companion"", ""Cleric"", ""Paladin"", ""Barbarian - Character Info"", ""Druid (Animal Companion)"", ""Druid (Domain)"", ""Ranger - Character Info"""
"125","CON","125","25","","10","""Character Info"", ""Combat"", ""Animal Companion"", ""Barbarian - Character Info"", ""Barbarian - Combat"", ""Barbarian"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Character Info"", ""Ranger - Combat"""
"134","Temp|Modifier","134","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"135","Temp|Score","135","3","","2","""Character Info"", ""Ranger - Character Info"""
"136","Item|Bonus","136","6","","5","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Wild Shape"", ""Ranger - Character Info"""
"137","Ability|Modifier","137","6","","5","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Wild Shape"", ""Ranger - Character Info"""
"138","Ability|Score","138","6","","5","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Wild Shape"", ""Ranger - Character Info"""
"139","Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down)","139","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"140","XP","140","5","","4","""Character Info"", ""Animal Companion"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"141","Player","141","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"142","Campaign","142","4","","3","""Character Info"", ""Barbarian - Character Info"", ""Ranger - Character Info"""
"154","BAB","154","22","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"155","Base|Attack Bonus","155","22","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"156","RANGED ATTACK","156","3","RANGED ATTACK|BONUS","2","""Combat"", ""Monk - Combat"""
"156","BONUS","156","3","RANGED ATTACK|BONUS","2","""Combat"", ""Monk - Combat"""
"166","MELEE ATTACK","166","3","MELEE ATTACK|BONUS","2","""Combat"", ""Monk - Combat"""
"166","BONUS","166","3","MELEE ATTACK|BONUS","2","""Combat"", ""Monk - Combat"""
"175","EFFECTS","175","7","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"176","ARMOUR CLASS","176","15","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"177","HEALTH","177","7","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"178","COMBAT ABILITIES","178","4","","3","""Combat"", ""Animal Companion"", ""Monk - Combat"""
"179","METAMAGIC","179","3","","2","""Combat"", ""Monk - Combat"""
"180","FLAT-FOOTED","180","5","FLAT-FOOTED|CMD","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"180","CMD","180","5","FLAT-FOOTED|CMD","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"181","CMD","181","19","","7","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Monk"", ""Ranger - Combat"""
"185","Deflection|Modifier","185","18","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"193","Dodge|Modifier","193","12","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"195","COMBAT MANOEUVRE","195","7","COMBAT MANOEUVRE|DEFENCE","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"195","DEFENCE","195","7","COMBAT MANOEUVRE|DEFENCE","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"203","Temp CMD","203","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"205","CMB","205","13","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"206","Temp CMB","206","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"208","AC","208","39","","11","""Combat"", ""Animal Companion"", ""Monk"", ""Ranger - Combat"", ""Inventory without"", ""Inventory"", ""Paladin"", ""Barbarian - Combat"", ""Barbarian"", ""Wild Shape"", ""Monk - Combat"""
"209","Temp AC","209","8","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"210","Conditional Modifiers","210","20","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"213","Damage Reduction","213","8","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"214","Notes","214","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"216","Spell Resistance","216","8","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"224","Natural|Armour","224","7","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"227","Shield AC","227","6","","5","""Combat"", ""Inventory without"", ""Inventory"", ""Barbarian - Combat"", ""Ranger - Combat"""
"229","Armour AC","229","6","","5","""Combat"", ""Inventory without"", ""Inventory"", ""Barbarian - Combat"", ""Ranger - Combat"""
"251","FLAT-FOOTED","251","8","FLAT-FOOTED ARMOUR CLASS","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"251","ARMOUR CLASS","251","8","FLAT-FOOTED ARMOUR CLASS","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"252","TOUCH","252","8","TOUCH ARMOUR CLASS","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"252","ARMOUR CLASS","252","8","TOUCH ARMOUR CLASS","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"256","Non-lethal","256","7","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"257","Wounds","257","7","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"258","Dying","258","7","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"259","Unconscious","259","6","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"260","Stable","260","7","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"261","HIT POINTS","261","7","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"263","SAVES","263","7","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"264","WILL","264","7","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"265","REF","265","8","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"267","FORT","267","8","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"269","WILL","269","7","WILL SAVE","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"269","SAVE","269","7","WILL SAVE","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"270","REFLEX","270","8","REFLEX SAVE","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"270","SAVE","270","8","REFLEX SAVE","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"284","Improved|Evasion","284","4","","3","""Combat"", ""Barbarian - Combat"", ""Ranger - Combat"""
"285","Trap|Sense","285","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"286","Endurance","286","6","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"287","Evasion","287","8","","7","""Combat"", ""Animal Companion"", ""Rogue"", ""Barbarian - Combat"", ""Monk - Combat"", ""Monk"", ""Ranger - Combat"""
"288","Base","288","6","","5","""Combat"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"290","Racial","290","4","","3","""Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"292","Temp","292","8","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"295","FORTITUDE","295","8","FORTITUDE SAVE","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"295","SAVE","295","8","FORTITUDE SAVE","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"298","Temp Damage|Bonus","298","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"300","Temp Attack|Bonus","300","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"303","Power|Attack","303","6","","2","""Combat"", ""Monk - Combat"""
"306","Nerfs","306","10","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"307","Morale|Bonus","307","11","","5","""Combat"", ""Animal Companion"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"308","Buffs","308","10","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"317","COMBAT MANOEUVRES","317","7","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"318","BASE ATTACK","318","8","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"319","SPEED","319","12","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"320","INITIATIVE","320","6","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"322","COMBAT MANOEUVRE","322","6","COMBAT MANOEUVRE|BONUS","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Ranger - Combat"""
"322","BONUS","322","6","COMBAT MANOEUVRE|BONUS","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Ranger - Combat"""
"323","RANGED|ATTACK","323","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"324","MELEE|ATTACK","324","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"325","BASE|ATTACK","325","5","BASE|ATTACK BONUS","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"325","BONUS","325","5","BASE|ATTACK BONUS","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"326","sq","326","76","","8","""Combat"", ""Animal Companion"", ""Inventory without"", ""Inventory"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"327","ft","327","77","","8","""Combat"", ""Animal Companion"", ""Inventory without"", ""Inventory"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"332","Climb Speed","332","6","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"335","Fly Speed","335","6","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"338","Swim Speed","338","6","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"342","Temp Speed","342","7","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"343","Speed with Armour","343","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"344","INIT","344","8","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"361","Training","361","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"363","Feats","363","5","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"364","INITIATIVE","364","8","INITIATIVE BONUS","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"364","BONUS","364","8","INITIATIVE BONUS","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"365","ATTACKS","365","8","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"368","Damage","368","37","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"369","Critical","369","37","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"370","Attack Bonus","370","37","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"373","Type","373","28","","7","""Combat"", ""Inventory without"", ""Inventory"", ""Paladin"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"374","Range","374","36","","6","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Wild Shape"", ""Monk - Combat"", ""Ranger - Combat"""
"377","Ammo","377","15","","5","""Combat"", ""Animal Companion"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"378","Special Ammo","378","14","","4","""Combat"", ""Barbarian - Combat"", ""Monk - Combat"", ""Ranger - Combat"""
"446","Base|Attack","446","4","","2","""Animal Companion"", ""Wild Shape"""
"475","COMBAT","475","2","","2","""Animal Companion"", ""Wild Shape"""
"477","Temp Damage","477","2","","1","""Animal Companion"""
"479","Temp Attack","479","2","","1","""Animal Companion"""
"493","Burrow Speed","493","1","","1","""Animal Companion"""
"504","BASIC SPEED","504","1","","1","""Animal Companion"""
"516","DEFENCE","516","1","","1","""Animal Companion"""
"544","Armour|& Shield","544","1","","1","""Animal Companion"""
"550","SAVING THROWS","550","1","","1","""Animal Companion"""
"567","Base Save","567","2","","1","""Animal Companion"""
"575","COMBAT MANEUVRE","575","1","COMBAT MANEUVRE|DEFENCE","1","""Animal Companion"""
"575","DEFENCE","575","1","COMBAT MANEUVRE|DEFENCE","1","""Animal Companion"""
"640","Unconcious","640","1","","1","""Animal Companion"""
"668","COMBAT MANEUVRES","668","1","","1","""Animal Companion"""
"705","COMBAT MANEUVRE","705","1","COMBAT MANEUVRE|BONUS","1","""Animal Companion"""
"705","BONUS","705","1","COMBAT MANEUVRE|BONUS","1","""Animal Companion"""
"706","PORTRAIT","706","2","","2","""Animal Companion"", ""Wild Shape"""
"708","Trained","708","1","","1","""Animal Companion"""
"710","TRICKS / FEATS / SPECIAL ABILITIES","710","1","","1","""Animal Companion"""
"712","Racial, Feats","712","1","","1","""Animal Companion"""
"732","EQUIPMENT","732","3","","3","""Animal Companion"", ""Inventory without"", ""Inventory"""
"740","Ability Modifier = (Total Ability Score - 10) ÷ 2","740","2","","2","""Animal Companion"", ""Wild Shape"""
"743","Height","743","1","","1","""Animal Companion"""
"744","lb","744","26","","4","""Animal Companion"", ""Inventory without"", ""Inventory"", ""Party Funds"""
"745","Creature|Level","745","1","","1","""Animal Companion"""
"746","Age","746","1","","1","""Animal Companion"""
"747","Weight","747","9","","4","""Animal Companion"", ""Inventory without"", ""Inventory"", ""Party Funds"""
"748","Subtype","748","1","","1","""Animal Companion"""
"749","Creature Type","749","3","","3","""Animal Companion"", ""Druid (Animal Companion)"", ""Wild Shape"""
"751","Creature Name","751","1","","1","""Animal Companion"""
"752","HIT|DICE","752","1","","1","""Animal Companion"""
"753","SUMMONED CREATURE","753","1","","1","""Animal Companion"""
"754","ANIMAL COMPANION","754","6","","6","""Animal Companion"", ""Druid (Animal Companion)"", ""Druid (Domain)"", ""Ranger - Archery"", ""Ranger - Two-weapon fighting"", ""Ranger"""
"755","MOUNT","755","1","","1","""Animal Companion"""
"756","FAMILIAR","756","2","","2","""Animal Companion"", ""Wizard"""
"769","Temp|Bonus","769","2","","2","""Animal Companion"", ""Wild Shape"""
"781","Cause an enemy to die of joy or sorrow","781","1","","1","""Bard"""
